,director_name,actor_1,actor_2,actor_3,genres,gross
3324,440,49,642,762,Romance,50150619.0
3325,441,54,643,763,Crime,48745150.0
3326,441,54,643,763,Thriller,48745150.0
3327,315,284,230,459,Action,50007168.0
3328,315,284,230,459,Crime,50007168.0
3329,315,284,230,459,Drama,50007168.0
3330,315,284,230,459,Thriller,50007168.0
3331,17,389,644,320,Action,48154732.0
3332,17,389,644,320,Drama,48154732.0
3333,17,389,644,320,War,48154732.0
3334,65,390,645,764,Drama,48265581.0
3335,65,390,645,764,Mystery,48265581.0
3336,65,390,645,764,Thriller,48265581.0
3337,442,391,628,765,Adventure,46982632.0
3338,442,391,628,765,Horror,46982632.0
3339,442,391,628,765,Mystery,46982632.0
3340,443,61,27,766,Comedy,44737059.0
3341,443,61,27,766,Sport,44737059.0
3342,444,351,646,767,Comedy,56724080.0
3343,262,10,647,768,Action,44484065.0
3344,262,10,647,768,Crime,44484065.0
3345,262,10,647,768,Drama,44484065.0
3346,262,10,647,768,Mystery,44484065.0
3347,262,10,647,768,Thriller,44484065.0
3348,445,392,648,769,Action,47553512.0
3349,445,392,648,769,Thriller,47553512.0
3350,446,393,649,770,Action,42610000.0
3351,446,393,649,770,Comedy,42610000.0
3352,446,393,649,770,Crime,42610000.0
3353,446,393,649,770,Thriller,42610000.0
3354,248,17,650,771,Comedy,41482207.0
3355,248,17,650,771,Fantasy,41482207.0
3356,248,17,650,771,Horror,41482207.0
3357,415,20,328,772,Crime,47105085.0
3358,415,20,328,772,Drama,47105085.0
3359,227,394,587,773,Action,41256277.0
3360,227,394,587,773,Thriller,41256277.0
3361,447,166,21,774,Action,50740078.0
3362,447,166,21,774,Horror,50740078.0
3363,447,166,21,774,Sci-Fi,50740078.0
3364,447,166,21,774,Thriller,50740078.0
3365,448,279,651,775,Comedy,40203020.0
3366,448,279,651,775,Drama,40203020.0
3367,448,279,651,775,Romance,40203020.0
3368,449,148,652,776,Crime,40905277.0
3369,449,148,652,776,Drama,40905277.0
3370,449,148,652,776,Romance,40905277.0
3371,449,148,652,776,Thriller,40905277.0
3372,450,395,653,777,Action,38590500.0
3373,450,395,653,777,Adventure,38590500.0
3374,450,395,653,777,Thriller,38590500.0
3375,410,310,507,778,Action,39177541.0
3376,410,310,507,778,Adventure,39177541.0
3377,410,310,507,778,Family,39177541.0
3378,410,310,507,778,Fantasy,39177541.0
3379,451,19,654,779,Adventure,39778599.0
3380,451,19,654,779,Drama,39778599.0
3381,451,19,654,779,Thriller,39778599.0
3382,282,396,244,231,Comedy,37486138.0
3383,282,396,244,231,Drama,37486138.0
3384,282,396,244,231,Romance,37486138.0
3385,433,397,655,780,Action,38105077.0
3386,433,397,655,780,Crime,38105077.0
3387,433,397,655,780,Thriller,38105077.0
3388,5,5,205,781,Drama,35168395.0
3389,5,5,205,781,Romance,35168395.0
3390,5,5,205,781,Sport,35168395.0
3391,452,119,656,548,Comedy,32800000.0
3392,452,119,656,548,Crime,32800000.0
3393,452,119,656,548,Drama,32800000.0
3394,452,119,656,548,Thriller,32800000.0
3395,392,15,25,107,Comedy,33643461.0
3396,392,15,25,107,Family,33643461.0
3397,315,105,657,229,Drama,32741596.0
3398,315,105,657,229,Fantasy,32741596.0
3399,453,329,658,782,Crime,31874869.0
3400,453,329,658,782,Mystery,31874869.0
3401,453,329,658,782,Thriller,31874869.0
3402,102,398,225,783,Action,30306268.0
3403,102,398,225,783,Crime,30306268.0
3404,102,398,225,783,Thriller,30306268.0
3405,454,205,659,784,Crime,27667947.0
3406,454,205,659,784,Drama,27667947.0
3407,454,205,659,784,Thriller,27667947.0
3408,329,96,660,785,Comedy,27067160.0
3409,329,96,660,785,Drama,27067160.0
3410,329,96,660,785,Romance,27067160.0
3411,455,399,661,786,Action,26616999.0
3412,455,399,661,786,Adventure,26616999.0
3413,455,399,661,786,Romance,26616999.0
3414,455,399,661,786,Sci-Fi,26616999.0
3415,455,399,661,786,Thriller,26616999.0
3416,126,246,662,787,Action,26536120.0
3417,126,246,662,787,Crime,26536120.0
3418,126,246,662,787,Drama,26536120.0
3419,126,246,662,787,Mystery,26536120.0
3420,126,246,662,787,Thriller,26536120.0
3421,315,284,663,788,Action,26199517.0
3422,315,284,663,788,Crime,26199517.0
3423,315,284,663,788,Drama,26199517.0
3424,315,284,663,788,Mystery,26199517.0
3425,315,284,663,788,Thriller,26199517.0
3426,171,18,394,114,Action,25450527.0
3427,171,18,394,114,Crime,25450527.0
3428,171,18,394,114,Drama,25450527.0
3429,171,18,394,114,Mystery,25450527.0
3430,171,18,394,114,Thriller,25450527.0
3431,456,25,664,789,Action,25407250.0
3432,456,25,664,789,Adventure,25407250.0
3433,456,25,664,789,Sci-Fi,25407250.0
3434,456,25,664,789,Thriller,25407250.0
3435,59,122,662,790,Action,23159305.0
3436,59,122,662,790,Adventure,23159305.0
3437,59,122,662,790,Animation,23159305.0
3438,59,122,662,790,Comedy,23159305.0
3439,59,122,662,790,Drama,23159305.0
3440,59,122,662,790,Family,23159305.0
3441,59,122,662,790,Sci-Fi,23159305.0
3442,457,184,663,673,Adventure,24006726.0
3443,457,184,663,673,Comedy,24006726.0
3444,457,184,663,673,Drama,24006726.0
3445,207,70,665,791,Action,20389967.0
3446,207,70,665,791,Biography,20389967.0
3447,207,70,665,791,Drama,20389967.0
3448,207,70,665,791,History,20389967.0
3449,207,70,665,791,War,20389967.0
3450,394,10,22,124,Crime,19593740.0
3451,394,10,22,124,Drama,19593740.0
3452,394,10,22,124,Thriller,19593740.0
3453,380,400,666,792,Action,19118247.0
3454,380,400,666,792,Comedy,19118247.0
3455,431,21,384,530,Action,26442251.0
3456,431,21,384,530,Crime,26442251.0
3457,431,21,384,530,Drama,26442251.0
3458,431,21,384,530,Thriller,26442251.0
3459,458,389,667,793,Crime,17114882.0
3460,458,389,667,793,Mystery,17114882.0
3461,458,389,667,793,Thriller,17114882.0
3462,459,71,668,794,Action,18472363.0
3463,459,71,668,794,Adventure,18472363.0
3464,459,71,668,794,Crime,18472363.0
3465,459,71,668,794,Thriller,18472363.0
3466,184,401,669,795,Adventure,14131298.0
3467,184,401,669,795,Biography,14131298.0
3468,184,401,669,795,Drama,14131298.0
3469,184,401,669,795,History,14131298.0
3470,184,401,669,795,War,14131298.0
3471,460,126,246,32,Adventure,21557240.0
3472,460,126,246,32,Comedy,21557240.0
3473,460,126,246,32,Fantasy,21557240.0
3474,461,18,670,796,Drama,21283440.0
3475,461,18,670,796,Mystery,21283440.0
3476,461,18,670,796,Thriller,21283440.0
3477,462,402,219,797,Crime,10556196.0
3478,462,402,219,797,Drama,10556196.0
3479,462,402,219,797,Thriller,10556196.0
3480,463,30,671,798,Adventure,16671505.0
3481,463,30,671,798,Comedy,16671505.0
3482,463,30,671,798,Crime,16671505.0
3483,463,30,671,798,Drama,16671505.0
3484,463,30,671,798,Family,16671505.0
3485,464,60,328,799,Drama,10400000.0
3486,464,60,328,799,Romance,10400000.0
3487,51,18,672,800,Biography,9528092.0
3488,51,18,672,800,Drama,9528092.0
3489,51,18,672,800,Thriller,9528092.0
3490,158,403,673,801,Action,10137232.0
3491,158,403,673,801,Biography,10137232.0
3492,158,403,673,801,Crime,10137232.0
3493,158,403,673,801,Drama,10137232.0
3494,158,403,673,801,Thriller,10137232.0
3495,398,262,674,293,Crime,9795017.0
3496,398,262,674,293,Drama,9795017.0
3497,398,262,674,293,Thriller,9795017.0
3498,384,67,298,802,Action,20488579.0
3499,384,67,298,802,Sci-Fi,20488579.0
3500,384,67,298,802,Thriller,20488579.0
3501,465,404,675,803,Drama,19445217.0
3502,465,404,675,803,Fantasy,19445217.0
3503,465,404,675,803,Romance,19445217.0
3504,466,83,323,350,Comedy,8355815.0
3505,466,83,323,350,Crime,8355815.0
3506,466,83,323,350,Drama,8355815.0
3507,466,83,323,350,Thriller,8355815.0
3508,195,166,220,192,Comedy,28837115.0
3509,467,125,676,804,Comedy,6471394.0
3510,467,125,676,804,Crime,6471394.0
3511,261,63,677,73,Comedy,6291602.0
3512,261,63,677,73,Sci-Fi,6291602.0
3513,468,73,678,376,Action,10706786.0
3514,468,73,678,376,Fantasy,10706786.0
3515,468,73,678,376,Thriller,10706786.0
3516,290,405,679,805,Action,8742261.0
3517,290,405,679,805,Crime,8742261.0
3518,290,405,679,805,Drama,8742261.0
3519,290,405,679,805,Mystery,8742261.0
3520,290,405,679,805,Thriller,8742261.0
3521,469,34,680,148,Action,43905746.0
3522,469,34,680,148,Sci-Fi,43905746.0
3523,469,34,680,148,Thriller,43905746.0
3524,193,406,681,806,Action,21413502.0
3525,193,406,681,806,Adventure,21413502.0
3526,193,406,681,806,Comedy,21413502.0
3527,193,406,681,806,Crime,21413502.0
3528,193,406,681,806,Music,21413502.0
3529,193,406,681,806,Mystery,21413502.0
3530,470,90,682,807,Comedy,7994115.0
3531,470,90,682,807,Drama,7994115.0
3532,470,90,682,807,Music,7994115.0
3533,145,407,683,808,Crime,124107476.0
3534,145,407,683,808,Drama,124107476.0
3535,145,407,683,808,Thriller,124107476.0
3536,37,41,684,809,Action,197171806.0
3537,37,41,684,809,Adventure,197171806.0
3538,37,41,684,809,Fantasy,197171806.0
3539,93,43,685,810,Drama,12802907.0
3540,93,43,685,810,Romance,12802907.0
3541,132,24,71,395,Action,31569268.0
3542,132,24,71,395,Crime,31569268.0
3543,132,24,71,395,Drama,31569268.0
3544,132,24,71,395,Sci-Fi,31569268.0
3545,132,24,71,395,Thriller,31569268.0
3546,116,148,95,811,Crime,66488090.0
3547,116,148,95,811,Drama,66488090.0
3548,116,148,95,811,Mystery,66488090.0
3549,116,148,95,811,Thriller,66488090.0
3550,65,213,686,812,Crime,95308367.0
3551,65,213,686,812,Drama,95308367.0
3552,65,213,686,812,Thriller,95308367.0
3553,352,63,687,813,Action,60652036.0
3554,352,63,687,813,Adventure,60652036.0
3555,352,63,687,813,Comedy,60652036.0
3556,352,63,687,813,Drama,60652036.0
3557,352,63,687,813,War,60652036.0
3558,211,3,688,814,Crime,1206135.0
3559,211,3,688,814,Drama,1206135.0
3560,211,3,688,814,Thriller,1206135.0
3561,267,408,689,815,Adventure,56607223.0
3562,267,408,689,815,Comedy,56607223.0
3563,375,10,59,816,Drama,50173190.0
3564,375,10,59,816,Mystery,50173190.0
3565,375,10,59,816,Sci-Fi,50173190.0
3566,136,24,474,817,Comedy,47095453.0
3567,136,24,474,817,Fantasy,47095453.0
3568,136,24,474,817,Romance,47095453.0
3569,359,226,690,818,Comedy,37879996.0
3570,359,226,690,818,Fantasy,37879996.0
3571,359,226,690,818,Romance,37879996.0
3572,407,73,691,819,Crime,25900000.0
3573,407,73,691,819,Drama,25900000.0
3574,407,73,691,819,Music,25900000.0
3575,136,33,298,820,Adventure,53574088.0
3576,136,33,298,820,Crime,53574088.0
3577,136,33,298,820,Drama,53574088.0
3578,136,33,298,820,Western,53574088.0
3579,471,21,170,821,Action,89253340.0
3580,471,21,170,821,Thriller,89253340.0
3581,145,194,692,822,Crime,37339525.0
3582,145,194,692,822,Drama,37339525.0
3583,145,194,692,822,Romance,37339525.0
3584,145,194,692,822,Thriller,37339525.0
3585,195,88,371,823,Comedy,60154431.0
3586,195,88,371,823,Drama,60154431.0
3587,195,88,371,823,Thriller,60154431.0
3588,472,409,693,824,Drama,528972.0
3589,472,409,693,824,Romance,528972.0
3590,472,409,693,824,War,528972.0
3591,473,410,209,698,Action,103738726.0
3592,473,410,209,698,Comedy,103738726.0
3593,473,410,209,698,Crime,103738726.0
3594,473,410,209,698,Music,103738726.0
3595,473,410,209,698,Romance,103738726.0
3596,473,410,209,698,Thriller,103738726.0
3597,126,411,694,528,Crime,69304264.0
3598,126,411,694,528,Romance,69304264.0
3599,126,411,694,528,Thriller,69304264.0
3600,474,412,695,825,Biography,29781453.0
3601,474,412,695,825,Comedy,29781453.0
3602,474,412,695,825,Drama,29781453.0
3603,475,211,696,826,Adventure,15519841.0
3604,475,211,696,826,Animation,15519841.0
3605,475,211,696,826,Comedy,15519841.0
3606,475,211,696,826,Family,15519841.0
3607,475,211,696,826,Fantasy,15519841.0
3608,476,208,697,827,Drama,5600000.0
3609,476,208,697,827,Horror,5600000.0
3610,476,208,697,827,Romance,5600000.0
3611,476,208,697,827,Thriller,5600000.0
3612,477,208,698,95,Comedy,126805112.0
3613,477,208,698,95,Romance,126805112.0
3614,429,208,58,313,Comedy,93607673.0
3615,429,208,58,313,Romance,93607673.0
3616,3,201,594,828,Drama,67263182.0
3617,3,201,594,828,Mystery,67263182.0
3618,3,201,594,828,Thriller,67263182.0
3619,287,259,699,628,Action,92001027.0
3620,287,259,699,628,Adventure,92001027.0
3621,287,259,699,628,Drama,92001027.0
3622,287,259,699,628,Sci-Fi,92001027.0
3623,287,259,699,628,Thriller,92001027.0
3624,393,120,700,829,Action,10539414.0
3625,393,120,700,829,Drama,10539414.0
3626,393,120,700,829,Fantasy,10539414.0
3627,393,120,700,829,Thriller,10539414.0
3628,393,120,700,829,Western,10539414.0
3629,100,148,272,459,Action,58918501.0
3630,100,148,272,459,Drama,58918501.0
3631,100,148,272,459,Mystery,58918501.0
3632,100,148,272,459,Thriller,58918501.0
3633,100,148,272,459,War,58918501.0
3634,50,288,701,830,Comedy,181395380.0
3635,50,288,701,830,Fantasy,181395380.0
3636,50,288,701,830,Romance,181395380.0
3637,478,413,702,831,Biography,14946229.0
3638,478,413,702,831,Crime,14946229.0
3639,478,413,702,831,Drama,14946229.0
3640,478,413,702,831,Thriller,14946229.0
3641,345,414,495,832,Comedy,130512915.0
3642,345,414,495,832,Family,130512915.0
3643,345,414,495,832,Fantasy,130512915.0
3644,471,21,703,833,Action,139852971.0
3645,471,21,703,833,Crime,139852971.0
3646,471,21,703,833,Thriller,139852971.0
3647,479,415,704,834,Comedy,110000082.0
3648,361,416,705,835,Action,106807667.0
3649,361,416,705,835,Comedy,106807667.0
3650,361,416,705,835,Crime,106807667.0
3651,361,416,705,835,Romance,106807667.0
3652,237,154,62,836,Action,101702060.0
3653,237,154,62,836,Adventure,101702060.0
3654,237,154,62,836,Family,101702060.0
3655,237,154,62,836,Fantasy,101702060.0
3656,237,154,62,836,Sci-Fi,101702060.0
3657,282,195,412,478,Comedy,95149435.0
3658,282,195,412,478,Family,95149435.0
3659,282,195,412,478,Romance,95149435.0
3660,203,148,192,361,Crime,100768056.0
3661,203,148,192,361,Drama,100768056.0
3662,203,148,192,361,Mystery,100768056.0
3663,203,148,192,361,Thriller,100768056.0
3664,128,417,706,837,Crime,92115211.0
3665,128,417,706,837,Drama,92115211.0
3666,128,417,706,837,Mystery,92115211.0
3667,128,417,706,837,Thriller,92115211.0
3668,329,125,707,29,Adventure,93452056.0
3669,329,125,707,29,Comedy,93452056.0
3670,329,125,707,29,Drama,93452056.0
3671,116,41,708,838,Action,83287363.0
3672,116,41,708,838,Thriller,83287363.0
3673,264,183,709,606,Comedy,82931301.0
3674,264,183,709,606,Romance,82931301.0
3675,480,24,318,839,Crime,60962878.0
3676,480,24,318,839,Drama,60962878.0
3677,480,24,318,839,Mystery,60962878.0
3678,480,24,318,839,Thriller,60962878.0
3679,263,148,145,840,Crime,76261036.0
3680,263,148,145,840,Drama,76261036.0
3681,263,148,145,840,Thriller,76261036.0
3682,99,8,710,841,Adventure,71423726.0
3683,99,8,710,841,Comedy,71423726.0
3684,99,8,710,841,Sci-Fi,71423726.0
3685,328,418,370,158,Comedy,71277420.0
3686,70,419,711,842,Adventure,88625922.0
3687,70,419,711,842,Comedy,88625922.0
3688,70,419,711,842,Family,88625922.0
3689,70,419,711,842,Musical,88625922.0
3690,257,258,712,258,Action,70001065.0
3691,257,258,712,258,Horror,70001065.0
3692,481,49,713,843,Drama,67253092.0
3693,481,49,713,843,Sport,67253092.0
3694,482,420,714,844,Drama,66790248.0
3695,482,420,714,844,Thriller,66790248.0
3696,483,168,715,845,Action,65557989.0
3697,483,168,715,845,Adventure,65557989.0
3698,483,168,715,845,Horror,65557989.0
3699,483,168,715,845,Thriller,65557989.0
3700,343,421,716,846,Comedy,60786269.0
3701,343,421,716,846,Drama,60786269.0
3702,343,421,716,846,Music,60786269.0
3703,343,421,716,846,Romance,60786269.0
3704,470,279,98,847,Comedy,59365105.0
3705,470,279,98,847,Drama,59365105.0
3706,470,279,98,847,Romance,59365105.0
3707,28,10,717,848,Adventure,162792677.0
3708,28,10,717,848,Animation,162792677.0
3709,28,10,717,848,Comedy,162792677.0
3710,28,10,717,848,Family,162792677.0
3711,28,10,717,848,Fantasy,162792677.0
3712,232,1,85,849,Horror,31598308.0
3713,232,1,85,849,Mystery,31598308.0
3714,232,1,85,849,Thriller,31598308.0
3715,483,223,718,850,Action,57362581.0
3716,483,223,718,850,Crime,57362581.0
3717,483,223,718,850,Drama,57362581.0
3718,483,223,718,850,Romance,57362581.0
3719,483,223,718,850,Thriller,57362581.0
3720,271,422,415,481,Comedy,53854588.0
3721,271,422,415,481,Drama,53854588.0
3722,271,422,415,481,Romance,53854588.0
3723,271,422,415,481,Sport,53854588.0
3724,389,154,220,237,Comedy,52580895.0
3725,389,154,220,237,Family,52580895.0
3726,389,154,220,237,Romance,52580895.0
3727,389,154,220,237,Sport,52580895.0
3728,484,316,719,739,Adventure,51019112.0
3729,484,316,719,739,Comedy,51019112.0
3730,484,316,719,739,Sci-Fi,51019112.0
3731,485,423,720,851,Comedy,48114556.0
3732,485,423,720,851,Family,48114556.0
3733,485,423,720,851,Fantasy,48114556.0
3734,485,423,720,851,Romance,48114556.0
3735,486,166,721,852,Action,50648679.0
3736,486,166,721,852,Horror,50648679.0
3737,486,166,721,852,Sci-Fi,50648679.0
3738,486,166,721,852,Thriller,50648679.0
3739,152,187,279,853,Comedy,46280507.0
3740,152,187,279,853,Romance,46280507.0
3741,390,267,505,854,Adventure,38360195.0
3742,390,267,505,854,Comedy,38360195.0
3743,390,267,505,854,Drama,38360195.0
3744,411,200,722,855,Action,46815748.0
3745,411,200,722,855,Adventure,46815748.0
3746,411,200,722,855,Crime,46815748.0
3747,411,200,722,855,Thriller,46815748.0
3748,182,235,723,569,Drama,35617599.0
3749,182,235,723,569,Family,35617599.0
3750,182,235,723,569,Fantasy,35617599.0
3751,75,424,724,856,Crime,47307550.0
3752,75,424,724,856,Drama,47307550.0
3753,75,424,724,856,Thriller,47307550.0
3754,487,425,725,857,Action,32003620.0
3755,487,425,725,857,Crime,32003620.0
3756,487,425,725,857,Thriller,32003620.0
3757,488,426,726,858,Action,27972410.0
3758,488,426,726,858,Adventure,27972410.0
3759,488,426,726,858,Comedy,27972410.0
3760,489,73,582,859,Adventure,28133159.0
3761,489,73,582,859,Animation,28133159.0
3762,489,73,582,859,Comedy,28133159.0
3763,489,73,582,859,Family,28133159.0
3764,489,73,582,859,Fantasy,28133159.0
3765,490,427,727,860,Action,27400000.0
3766,490,427,727,860,Adventure,27400000.0
3767,490,427,727,860,Sci-Fi,27400000.0
3768,491,428,728,861,Drama,24343673.0
3769,491,428,728,861,Fantasy,24343673.0
3770,491,428,728,861,Musical,24343673.0
3771,491,428,728,861,Romance,24343673.0
3772,2,19,22,862,Drama,22877808.0
3773,2,19,22,862,Romance,22877808.0
3774,102,96,729,863,Action,36883539.0
3775,102,96,729,863,Crime,36883539.0
3776,102,96,729,863,Drama,36883539.0
3777,102,96,729,863,Thriller,36883539.0
3778,492,122,730,864,Action,22531698.0
3779,492,122,730,864,Adventure,22531698.0
3780,492,122,730,864,Sci-Fi,22531698.0
3781,492,122,730,864,Thriller,22531698.0
3782,493,429,731,865,Action,20400913.0
3783,493,429,731,865,Comedy,20400913.0
3784,493,429,731,865,Crime,20400913.0
3785,493,429,731,865,Drama,20400913.0
3786,493,429,731,865,Thriller,20400913.0
3787,359,430,732,866,Comedy,20101861.0
3788,359,430,732,866,Romance,20101861.0
3789,359,430,732,866,Sci-Fi,20101861.0
3790,494,431,733,425,Adventure,25200412.0
3791,494,431,733,425,Comedy,25200412.0
3792,494,431,733,425,Family,25200412.0
3793,494,431,733,425,Fantasy,25200412.0
3794,494,431,733,425,Sci-Fi,25200412.0
3795,495,432,734,867,Crime,19719930.0
3796,495,432,734,867,Drama,19719930.0
3797,495,432,734,867,Mystery,19719930.0
3798,495,432,734,867,Thriller,19719930.0
3799,496,164,220,868,Comedy,19377727.0
3800,496,164,220,868,Musical,19377727.0
3801,223,212,313,355,Action,13401683.0
3802,223,212,313,355,Sci-Fi,13401683.0
3803,497,146,735,869,Action,17300889.0
3804,497,146,735,869,Adventure,17300889.0
3805,497,146,735,869,Comedy,17300889.0
3806,497,146,735,869,Fantasy,17300889.0
3807,498,105,736,337,Drama,15527125.0
3808,498,105,736,337,Romance,15527125.0
3809,498,105,736,337,Western,15527125.0
3810,75,79,691,378,Biography,13560960.0
3811,75,79,691,378,Drama,13560960.0
3812,75,79,691,378,History,13560960.0
3813,324,318,737,854,Mystery,15523168.0
3814,324,318,737,854,Thriller,15523168.0
3815,53,145,85,0,Action,11146409.0
3816,53,145,85,0,Adventure,11146409.0
3817,53,145,85,0,Horror,11146409.0
3818,53,145,85,0,Sci-Fi,11146409.0
3819,424,57,738,870,Action,7916887.0
3820,424,57,738,870,Crime,7916887.0
3821,424,57,738,870,Drama,7916887.0
3822,424,57,738,870,Thriller,7916887.0
3823,424,57,738,870,War,7916887.0
3824,180,205,739,871,Drama,6565495.0
3825,180,205,739,871,Romance,6565495.0
3826,499,73,740,872,Action,15279680.0
3827,499,73,740,872,Crime,15279680.0
3828,499,73,740,872,Thriller,15279680.0
3829,14,316,371,873,Comedy,7262288.0
3830,14,316,371,873,Crime,7262288.0
3831,14,316,371,873,Thriller,7262288.0
3832,35,433,741,874,Drama,4584886.0
3833,35,433,741,874,Romance,4584886.0
3834,500,434,742,393,Action,2154540.0
3835,500,434,742,393,Thriller,2154540.0
3836,501,435,743,875,Action,8129455.0
3837,501,435,743,875,Adventure,8129455.0
3838,501,435,743,875,Comedy,8129455.0
3839,501,435,743,875,Crime,8129455.0
3840,502,436,744,670,Biography,136019448.0
3841,502,436,744,670,Drama,136019448.0
3842,502,436,744,670,History,136019448.0
3843,502,436,744,670,Thriller,136019448.0
3844,218,41,745,187,Action,183875760.0
3845,218,41,745,187,Adventure,183875760.0
3846,218,41,745,187,Crime,183875760.0
3847,218,41,745,187,Drama,183875760.0
3848,218,41,745,187,Mystery,183875760.0
3849,218,41,745,187,Thriller,183875760.0
3850,268,67,344,876,Action,67061228.0
3851,268,67,344,876,Comedy,67061228.0
3852,268,67,344,876,Romance,67061228.0
3853,266,150,39,877,Crime,53300852.0
3854,266,150,39,877,Drama,53300852.0
3855,266,150,39,877,Thriller,53300852.0
3856,500,223,746,878,Action,150415432.0
3857,500,223,746,878,Adventure,150415432.0
3858,500,223,746,878,Thriller,150415432.0
3859,500,223,746,878,War,150415432.0
3860,503,57,644,879,Drama,44834712.0
3861,503,57,644,879,Thriller,44834712.0
3862,504,437,747,880,Animation,84300000.0
3863,504,437,747,880,Family,84300000.0
3864,504,437,747,880,Fantasy,84300000.0
3865,504,437,747,880,Musical,84300000.0
3866,505,29,748,881,Adventure,1500000.0
3867,505,29,748,881,Drama,1500000.0
3868,505,29,748,881,Western,1500000.0
3869,151,366,401,882,Action,62318875.0
3870,151,366,401,882,Adventure,62318875.0
3871,151,366,401,882,Fantasy,62318875.0
3872,151,366,401,882,Sci-Fi,62318875.0
3873,151,366,401,882,Thriller,62318875.0
3874,506,109,565,883,Drama,5773519.0
3875,506,109,565,883,Horror,5773519.0
3876,506,109,565,883,Sci-Fi,5773519.0
3877,506,109,565,883,Thriller,5773519.0
3878,507,204,749,884,Drama,51768623.0
3879,281,25,355,885,Comedy,37035515.0
3880,281,25,355,885,Drama,37035515.0
3881,109,125,680,483,Action,24520892.0
3882,109,125,680,483,Crime,24520892.0
3883,109,125,680,483,Drama,24520892.0
3884,109,125,680,483,Thriller,24520892.0
3885,508,438,750,886,Comedy,24430272.0
3886,508,438,750,886,Romance,24430272.0
3887,199,55,751,887,Drama,158348400.0
3888,199,55,751,887,Mystery,158348400.0
3889,199,55,751,887,Thriller,158348400.0
3890,509,439,752,888,Drama,31136950.0
3891,509,439,752,888,Fantasy,31136950.0
3892,509,439,752,888,Romance,31136950.0
3893,165,34,129,214,Action,29113588.0
3894,165,34,129,214,Crime,29113588.0
3895,165,34,129,214,Thriller,29113588.0
3896,194,49,753,662,Action,138447667.0
3897,194,49,753,662,Comedy,138447667.0
3898,194,49,753,662,Crime,138447667.0
3899,482,208,754,889,Comedy,116006080.0
3900,482,208,754,889,Drama,116006080.0
3901,482,208,754,889,Romance,116006080.0
3902,400,440,755,890,Adventure,106793915.0
3903,400,440,755,890,Animation,106793915.0
3904,400,440,755,890,Comedy,106793915.0
3905,400,440,755,890,Drama,106793915.0
3906,400,440,755,890,Family,106793915.0
3907,510,90,756,891,Comedy,87856565.0
3908,510,90,756,891,Romance,87856565.0
3909,511,441,757,892,Comedy,70100000.0
3910,511,441,757,892,Drama,70100000.0
3911,511,441,757,892,Romance,70100000.0
3912,96,291,758,893,Action,159578352.0
3913,96,291,758,893,Comedy,159578352.0
3914,96,291,758,893,Crime,159578352.0
3915,512,252,759,894,Biography,57750000.0
3916,512,252,759,894,Drama,57750000.0
3917,512,252,759,894,History,57750000.0
3918,512,252,759,894,Romance,57750000.0
3919,152,107,760,895,Action,45290318.0
3920,152,107,760,895,Comedy,45290318.0
3921,152,107,760,895,Sport,45290318.0
3922,449,125,194,433,Crime,41543207.0
3923,449,125,194,433,Drama,41543207.0
3924,449,125,194,433,Mystery,41543207.0
3925,449,125,194,433,Thriller,41543207.0
3926,513,29,368,896,Comedy,41252428.0
3927,513,29,368,896,Drama,41252428.0
3928,513,29,368,896,Romance,41252428.0
3929,514,442,761,897,Drama,35228696.0
3930,514,442,761,897,Horror,35228696.0
3931,514,442,761,897,Mystery,35228696.0
3932,514,442,761,897,Thriller,35228696.0
3933,316,443,762,898,Comedy,59992760.0
3934,515,444,763,899,Action,34667015.0
3935,515,444,763,899,Adventure,34667015.0
3936,515,444,763,899,Thriller,34667015.0
3937,516,60,678,385,Fantasy,37652565.0
3938,516,60,678,385,Horror,37652565.0
3939,516,60,678,385,Mystery,37652565.0
3940,516,60,678,385,Thriller,37652565.0
3941,517,150,96,31,Action,24375436.0
3942,517,150,96,31,Crime,24375436.0
3943,517,150,96,31,Drama,24375436.0
3944,517,150,96,31,Thriller,24375436.0
3945,518,203,764,101,Adventure,20915465.0
3946,518,203,764,101,Comedy,20915465.0
3947,518,203,764,101,Family,20915465.0
3948,518,203,764,101,Fantasy,20915465.0
3949,518,203,764,101,Sci-Fi,20915465.0
3950,455,73,765,900,Crime,24127895.0
3951,455,73,765,900,Drama,24127895.0
3952,455,73,765,900,Thriller,24127895.0
3953,180,53,766,901,Action,84961.0
3954,180,53,766,901,Adventure,84961.0
3955,180,53,766,901,History,84961.0
3956,519,445,767,902,Action,26404753.0
3957,519,445,767,902,Comedy,26404753.0
3958,519,445,767,902,Crime,26404753.0
3959,519,445,767,902,Romance,26404753.0
3960,519,445,767,902,Thriller,26404753.0
3961,520,174,768,903,Comedy,6105175.0
3962,521,446,769,904,Action,5664251.0
3963,521,446,769,904,Fantasy,5664251.0
3964,521,446,769,904,Western,5664251.0
3965,354,447,770,905,Action,1260917.0
3966,354,447,770,905,Comedy,1260917.0
3967,354,447,770,905,Crime,1260917.0
3968,411,448,87,906,Drama,116724075.0
3969,411,448,87,906,Music,116724075.0
3970,425,134,237,907,Action,56083966.0
3971,425,134,237,907,Adventure,56083966.0
3972,425,134,237,907,Romance,56083966.0
3973,522,449,771,908,Action,22108977.0
3974,522,449,771,908,Comedy,22108977.0
3975,522,449,771,908,Fantasy,22108977.0
3976,90,96,772,284,Drama,293501675.0
