,director_name,actor_1_name,actor_2_name,actor_3_name,gross
4097,5,34,48,27,62321039
4098,5,34,48,27,62321039
4099,55,7,7,7,38509342
4100,55,7,7,7,38509342
4101,55,7,7,7,38509342
4102,55,7,7,7,38509342
4103,55,7,7,7,38509342
4104,55,7,7,7,38509342
4105,55,7,7,7,38509342
4106,20,273,50,21,19076815
4107,20,273,50,21,19076815
4108,20,273,50,21,19076815
4109,20,273,50,21,19076815
4110,20,273,50,21,19076815
4111,6,164,334,65,25093607
4112,6,164,334,65,25093607
4113,6,164,334,65,25093607
4114,6,164,334,65,25093607
4115,6,164,334,65,25093607
4116,6,164,334,65,25093607
4117,65,74,53,14,18990542
4118,65,74,53,14,18990542
4119,65,74,53,14,18990542
4120,65,74,53,14,18990542
4121,65,74,53,14,18990542
4122,65,74,53,14,18990542
4123,12,29,27,31,14294842
4124,12,29,27,31,14294842
4125,12,29,27,31,14294842
4126,12,29,27,31,14294842
4127,12,29,27,31,14294842
4128,12,29,27,31,14294842
4129,12,29,27,31,14294842
4130,12,29,27,31,14294842
4131,12,29,27,31,14294842
4132,12,29,27,31,14294842
4133,12,29,27,31,14294842
4134,12,29,27,31,14294842
4135,5,330,90,32,19819494
4136,5,330,90,32,19819494
4137,5,330,90,32,19819494
4138,5,330,90,32,19819494
4139,5,330,90,32,19819494
4140,76,15,6,30,13596911
4141,76,15,6,30,13596911
4142,76,15,6,30,13596911
4143,76,15,6,30,13596911
4144,76,15,6,30,13596911
4145,76,15,6,30,13596911
4146,11,9,129,42,8460990
4147,11,9,129,42,8460990
4148,11,9,129,42,8460990
4149,11,9,129,42,8460990
4150,11,9,129,42,8460990
4151,50,115,7,17,7097125
4152,50,115,7,17,7097125
4153,50,115,7,17,7097125
4154,50,115,7,17,7097125
4155,50,115,7,17,7097125
4156,50,115,7,17,7097125
4157,50,115,7,17,7097125
4158,5,176,11,39,37760080
4159,5,176,11,39,37760080
4160,5,176,11,39,37760080
4161,5,176,11,39,37760080
4162,5,176,11,39,37760080
4163,26,70,19,20,5851188
4164,26,70,19,20,5851188
4165,26,70,19,20,5851188
4166,26,70,19,20,5851188
4167,26,70,19,20,5851188
4168,26,70,19,20,5851188
4169,23,134,30,11,25121291
4170,23,134,30,11,25121291
4171,23,134,30,11,25121291
4172,23,134,30,11,25121291
4173,23,134,30,11,25121291
4174,23,134,30,11,25121291
4175,97,7,22,7,18821279
4176,97,7,22,7,18821279
4177,97,7,22,7,18821279
4178,97,7,22,7,18821279
4179,97,7,22,7,18821279
4180,97,7,22,7,18821279
4181,97,7,22,7,18821279
4182,6,330,98,60,118471320
4183,6,330,98,60,118471320
4184,6,330,98,60,118471320
4185,6,330,98,60,118471320
4186,6,330,98,60,118471320
4187,6,330,98,60,118471320
4188,20,52,148,108,300523113
4189,20,52,148,108,300523113
4190,20,52,148,108,300523113
4191,20,52,148,108,300523113
4192,20,52,148,108,300523113
4193,58,334,51,20,71069884
4194,58,334,51,20,71069884
4195,58,334,51,20,71069884
4196,58,334,51,20,71069884
4197,58,334,51,20,71069884
4198,15,142,33,33,251501645
4199,15,142,33,33,251501645
4200,15,142,33,33,251501645
4201,15,142,33,33,251501645
4202,15,142,33,33,251501645
4203,15,142,33,33,251501645
4204,15,142,33,33,251501645
4205,7,46,7,7,35324232
4206,7,46,7,7,35324232
4207,7,46,7,7,35324232
4208,7,46,7,7,35324232
4209,7,46,7,7,35324232
4210,7,46,7,7,35324232
4211,7,46,7,7,35324232
4212,23,224,330,33,81257500
4213,23,224,330,33,81257500
4214,23,224,330,33,81257500
4215,23,224,330,33,81257500
4216,23,224,330,33,81257500
4217,23,224,330,33,81257500
4218,24,14,15,17,617840
4219,24,14,15,17,617840
4220,24,14,15,17,617840
4221,24,14,15,17,617840
4222,24,14,15,17,617840
4223,5,69,40,51,29655590
4224,5,69,40,51,29655590
4225,5,69,40,51,29655590
4226,5,69,40,51,29655590
4227,5,69,40,51,29655590
4228,76,19,13,7,45045037
4229,76,19,13,7,45045037
4230,76,19,13,7,45045037
4231,76,19,13,7,45045037
4232,76,19,13,7,45045037
4233,76,19,13,7,45045037
4234,76,19,13,7,45045037
4235,50,137,72,53,28965197
4236,50,137,72,53,28965197
4237,50,137,72,53,28965197
4238,50,137,72,53,28965197
4239,50,137,72,53,28965197
4240,30,18,23,13,27550735
4241,30,18,23,13,27550735
4242,30,18,23,13,27550735
4243,30,18,23,13,27550735
4244,30,18,23,13,27550735
4245,30,18,23,13,27550735
4246,30,18,23,13,27550735
4247,30,18,23,13,27550735
4248,112,166,22,14,39380442
4249,112,166,22,14,39380442
4250,112,166,22,14,39380442
4251,112,166,22,14,39380442
4252,112,166,22,14,39380442
4253,112,166,22,14,39380442
4254,64,142,28,126,72980108
4255,64,142,28,126,72980108
4256,64,142,28,126,72980108
4257,64,142,28,126,72980108
4258,64,142,28,126,72980108
4259,26,79,75,13,37516013
4260,26,79,75,13,37516013
4261,26,79,75,13,37516013
4262,26,79,75,13,37516013
4263,26,79,75,13,37516013
4264,26,79,75,13,37516013
4265,26,79,75,13,37516013
4266,26,79,75,13,37516013
4267,27,60,52,23,87704396
4268,27,60,52,23,87704396
4269,27,60,52,23,87704396
4270,27,60,52,23,87704396
4271,27,60,52,23,87704396
4272,27,60,52,23,87704396
4273,27,60,52,23,87704396
4274,27,60,52,23,87704396
4275,25,85,17,41,83892374
4276,25,85,17,41,83892374
4277,25,85,17,41,83892374
4278,25,85,17,41,83892374
4279,25,85,17,41,83892374
4280,7,143,41,7,5932060
4281,7,143,41,7,5932060
4282,7,143,41,7,5932060
4283,7,143,41,7,5932060
4284,7,143,41,7,5932060
4285,7,143,41,7,5932060
4286,7,143,41,7,5932060
4287,176,196,131,259,216119491
4288,176,196,131,259,216119491
4289,176,196,131,259,216119491
4290,176,196,131,259,216119491
4291,176,196,131,259,216119491
4292,176,196,131,259,216119491
4293,10,37,75,31,43568507
4294,10,37,75,31,43568507
4295,10,37,75,31,43568507
4296,10,37,75,31,43568507
4297,10,37,75,31,43568507
4298,10,37,75,31,43568507
4299,10,37,75,31,43568507
4300,10,37,75,31,43568507
4301,10,37,75,31,43568507
4302,10,37,75,31,43568507
4303,38,165,29,102,182805123
4304,38,165,29,102,182805123
4305,38,165,29,102,182805123
4306,38,165,29,102,182805123
4307,38,165,29,102,182805123
4308,38,165,29,102,182805123
4309,38,165,29,102,182805123
4310,38,165,29,102,182805123
4311,38,165,29,102,182805123
4312,38,165,29,102,182805123
4313,25,35,134,30,176387405
4314,25,35,134,30,176387405
4315,25,35,134,30,176387405
4316,25,35,134,30,176387405
4317,25,35,134,30,176387405
4318,33,330,38,5,33685268
4319,33,330,38,5,33685268
4320,33,330,38,5,33685268
4321,33,330,38,5,33685268
4322,33,330,38,5,33685268
4323,176,124,54,98,182204440
4324,176,124,54,98,182204440
4325,176,124,54,98,182204440
4326,176,124,54,98,182204440
4327,176,124,54,98,182204440
4328,176,124,54,98,182204440
4329,46,171,6,11,171383253
4330,46,171,6,11,171383253
4331,46,171,6,11,171383253
4332,46,171,6,11,171383253
4333,46,171,6,11,171383253
4334,46,171,6,11,171383253
4335,105,196,42,48,172071312
4336,105,196,42,48,172071312
4337,105,196,42,48,172071312
4338,105,196,42,48,172071312
4339,105,196,42,48,172071312
4340,105,196,42,48,172071312
4341,105,196,42,48,172071312
4342,105,196,42,48,172071312
4343,105,196,42,48,172071312
4344,105,196,42,48,172071312
4345,38,43,16,30,119412921
4346,38,43,16,30,119412921
4347,38,43,16,30,119412921
4348,38,43,16,30,119412921
4349,38,43,16,30,119412921
4350,38,43,16,30,119412921
4351,38,43,16,30,119412921
4352,38,43,16,30,119412921
4353,15,36,11,11,139225854
4354,15,36,11,11,139225854
4355,15,36,11,11,139225854
4356,15,36,11,11,139225854
4357,15,36,11,11,139225854
4358,15,36,11,11,139225854
4359,18,169,62,168,148775460
4360,18,169,62,168,148775460
4361,18,169,62,168,148775460
4362,18,169,62,168,148775460
4363,18,169,62,168,148775460
4364,20,196,10,75,115731542
4365,20,196,10,75,115731542
4366,20,196,10,75,115731542
4367,20,196,10,75,115731542
4368,20,196,10,75,115731542
4369,20,196,10,75,115731542
4370,20,196,10,75,115731542
4371,20,196,10,75,115731542
4372,20,196,10,75,115731542
4373,20,196,10,75,115731542
4374,37,234,91,5,100468793
4375,37,234,91,5,100468793
4376,37,234,91,5,100468793
4377,37,234,91,5,100468793
4378,37,234,91,5,100468793
4379,58,167,6,19,93771072
4380,58,167,6,19,93771072
4381,58,167,6,19,93771072
4382,58,167,6,19,93771072
4383,58,167,6,19,93771072
4384,58,167,6,19,93771072
4385,44,221,49,34,100448498
4386,44,221,49,34,100448498
4387,44,221,49,34,100448498
4388,44,221,49,34,100448498
4389,44,221,49,34,100448498
4390,30,23,40,25,115603980
4391,30,23,40,25,115603980
4392,30,23,40,25,115603980
4393,30,23,40,25,115603980
4394,30,23,40,25,115603980
4395,30,23,40,25,115603980
4396,30,23,40,25,115603980
4397,30,23,40,25,115603980
4398,130,80,22,13,90454043
4399,130,80,22,13,90454043
4400,130,80,22,13,90454043
4401,130,80,22,13,90454043
4402,130,80,22,13,90454043
4403,130,80,22,13,90454043
4404,97,134,26,6,84049211
4405,97,134,26,6,84049211
4406,97,134,26,6,84049211
4407,97,134,26,6,84049211
4408,97,134,26,6,84049211
4409,97,134,26,6,84049211
4410,36,96,29,65,70450000
4411,36,96,29,65,70450000
4412,36,96,29,65,70450000
4413,36,96,29,65,70450000
4414,36,96,29,65,70450000
4415,36,96,29,65,70450000
4416,55,273,35,44,69688384
4417,55,273,35,44,69688384
4418,55,273,35,44,69688384
4419,55,273,35,44,69688384
4420,55,273,35,44,69688384
4421,55,273,35,44,69688384
4422,55,273,35,44,69688384
4423,55,273,35,44,69688384
4424,55,273,35,44,69688384
4425,55,273,35,44,69688384
4426,89,207,98,35,70236496
4427,89,207,98,35,70236496
4428,89,207,98,35,70236496
4429,89,207,98,35,70236496
4430,89,207,98,35,70236496
4431,89,207,98,35,70236496
4432,89,207,98,35,70236496
4433,42,182,177,22,63695760
4434,42,182,177,22,63695760
4435,42,182,177,22,63695760
4436,42,182,177,22,63695760
4437,42,182,177,22,63695760
4438,28,11,24,5,59617068
4439,28,11,24,5,59617068
4440,28,11,24,5,59617068
4441,28,11,24,5,59617068
4442,28,11,24,5,59617068
4443,16,190,38,30,55637680
4444,16,190,38,30,55637680
4445,16,190,38,30,55637680
4446,16,190,38,30,55637680
4447,16,190,38,30,55637680
4448,16,190,38,30,55637680
4449,25,23,53,28,85911262
4450,25,23,53,28,85911262
4451,25,23,53,28,85911262
4452,25,23,53,28,85911262
4453,25,23,53,28,85911262
4454,25,23,53,28,85911262
4455,25,23,53,28,85911262
4456,25,23,53,28,85911262
4457,25,23,53,28,85911262
4458,21,150,36,14,53846915
4459,21,150,36,14,53846915
4460,21,150,36,14,53846915
4461,21,150,36,14,53846915
4462,21,150,36,14,53846915
4463,21,150,36,14,53846915
4464,43,90,27,13,54758461
4465,43,90,27,13,54758461
4466,43,90,27,13,54758461
4467,43,90,27,13,54758461
4468,43,90,27,13,54758461
4469,43,90,27,13,54758461
4470,16,128,66,72,52397389
4471,16,128,66,72,52397389
4472,16,128,66,72,52397389
4473,16,128,66,72,52397389
4474,16,128,66,72,52397389
4475,16,128,66,72,52397389
4476,33,34,5,46,38966057
4477,33,34,5,46,38966057
4478,33,34,5,46,38966057
4479,33,34,5,46,38966057
4480,33,34,5,46,38966057
4481,65,114,45,34,42345531
4482,65,114,45,34,42345531
4483,65,114,45,34,42345531
4484,65,114,45,34,42345531
4485,65,114,45,34,42345531
4486,65,164,35,55,36064910
4487,65,164,35,55,36064910
4488,65,164,35,55,36064910
4489,65,164,35,55,36064910
4490,65,164,35,55,36064910
4491,65,164,35,55,36064910
4492,97,7,13,7,33328051
4493,97,7,13,7,33328051
4494,97,7,13,7,33328051
4495,97,7,13,7,33328051
4496,97,7,13,7,33328051
4497,97,7,13,7,33328051
4498,97,7,13,7,33328051
4499,43,13,19,11,32598931
4500,43,13,19,11,32598931
4501,43,13,19,11,32598931
4502,43,13,19,11,32598931
4503,43,13,19,11,32598931
4504,43,13,19,11,32598931
4505,49,148,101,14,28045540
4506,49,148,101,14,28045540
4507,49,148,101,14,28045540
4508,49,148,101,14,28045540
4509,49,148,101,14,28045540
4510,49,148,101,14,28045540
4511,49,148,101,14,28045540
4512,49,148,101,14,28045540
4513,49,148,101,14,28045540
4514,74,220,41,10,37023395
4515,74,220,41,10,37023395
4516,74,220,41,10,37023395
4517,74,220,41,10,37023395
4518,74,220,41,10,37023395
4519,74,220,41,10,37023395
4520,74,220,41,10,37023395
4521,74,220,41,10,37023395
4522,74,220,41,10,37023395
4523,74,220,41,10,37023395
4524,43,180,6,32,43532294
4525,43,180,6,32,43532294
4526,43,180,6,32,43532294
4527,43,180,6,32,43532294
4528,43,180,6,32,43532294
4529,43,180,6,32,43532294
4530,28,273,39,47,17218080
4531,28,273,39,47,17218080
4532,28,273,39,47,17218080
4533,28,273,39,47,17218080
4534,28,273,39,47,17218080
4535,28,273,39,47,17218080
4536,28,273,39,47,17218080
4537,28,273,39,47,17218080
4538,20,88,31,52,10014234
4539,20,88,31,52,10014234
4540,20,88,31,52,10014234
4541,20,88,31,52,10014234
4542,20,88,31,52,10014234
4543,5,5,23,32,19059018
4544,5,5,23,32,19059018
4545,5,5,23,32,19059018
4546,5,5,23,32,19059018
4547,5,5,23,32,19059018
4548,26,7,7,7,1987287
4549,26,7,7,7,1987287
4550,26,7,7,7,1987287
4551,26,7,7,7,1987287
4552,26,7,7,7,1987287
4553,26,7,7,7,1987287
4554,26,7,7,7,1987287
4555,25,109,70,35,24407944
4556,25,109,70,35,24407944
4557,25,109,70,35,24407944
4558,25,109,70,35,24407944
4559,25,109,70,35,24407944
4560,25,109,70,35,24407944
4561,29,124,273,35,13750556
4562,29,124,273,35,13750556
4563,29,124,273,35,13750556
4564,29,124,273,35,13750556
4565,29,124,273,35,13750556
4566,29,124,273,35,13750556
4567,29,124,273,35,13750556
4568,29,124,273,35,13750556
4569,29,124,273,35,13750556
4570,26,196,79,92,31054924
4571,26,196,79,92,31054924
4572,26,196,79,92,31054924
4573,26,196,79,92,31054924
4574,26,196,79,92,31054924
4575,26,196,79,92,31054924
4576,19,68,22,6,43247140
4577,19,68,22,6,43247140
4578,19,68,22,6,43247140
4579,19,68,22,6,43247140
4580,19,68,22,6,43247140
4581,19,68,22,6,43247140
4582,39,18,7,7,2208939
4583,39,18,7,7,2208939
4584,39,18,7,7,2208939
4585,39,18,7,7,2208939
4586,39,18,7,7,2208939
4587,39,18,7,7,2208939
4588,39,18,7,7,2208939
4589,64,39,8,44,213079163
4590,64,39,8,44,213079163
4591,64,39,8,44,213079163
4592,64,39,8,44,213079163
4593,64,39,8,44,213079163
4594,64,39,8,44,213079163
4595,64,39,8,44,213079163
4596,64,39,8,44,213079163
4597,28,207,165,13,19548064
4598,28,207,165,13,19548064
4599,28,207,165,13,19548064
4600,28,207,165,13,19548064
4601,28,207,165,13,19548064
4602,176,44,28,7,356784000
4603,176,44,28,7,356784000
4604,176,44,28,7,356784000
4605,176,44,28,7,356784000
4606,176,44,28,7,356784000
4607,176,44,28,7,356784000
4608,176,44,28,7,356784000
4609,33,137,92,42,25052000
4610,33,137,92,42,25052000
4611,33,137,92,42,25052000
4612,33,137,92,42,25052000
4613,33,137,92,42,25052000
4614,33,137,92,42,25052000
4615,33,137,92,42,25052000
4616,33,137,92,42,25052000
4617,33,137,92,42,25052000
4618,63,196,7,32,122012710
4619,63,196,7,32,122012710
4620,63,196,7,32,122012710
4621,63,196,7,32,122012710
4622,63,196,7,32,122012710
4623,63,196,7,32,122012710
4624,63,196,7,32,122012710
4625,9,9,9,9,72413
4626,9,9,9,9,72413
4627,9,9,9,9,72413
4628,9,9,9,9,72413
4629,9,9,9,9,72413
4630,9,9,9,9,72413
4631,9,9,9,9,72413
4632,9,9,9,9,72413
4633,9,9,9,9,72413
4634,25,89,33,49,58255287
4635,25,89,33,49,58255287
4636,25,89,33,49,58255287
4637,25,89,33,49,58255287
4638,25,89,33,49,58255287
4639,25,89,33,49,58255287
4640,28,180,104,42,77086030
4641,28,180,104,42,77086030
4642,28,180,104,42,77086030
4643,28,180,104,42,77086030
4644,28,180,104,42,77086030
4645,28,180,104,42,77086030
4646,28,180,104,42,77086030
4647,28,180,104,42,77086030
4648,28,180,104,42,77086030
4649,28,180,104,42,77086030
4650,84,6,29,22,65000000
4651,84,6,29,22,65000000
4652,84,6,29,22,65000000
4653,84,6,29,22,65000000
4654,84,6,29,22,65000000
4655,84,6,29,22,65000000
4656,10,81,93,39,32178777
4657,10,81,93,39,32178777
4658,10,81,93,39,32178777
4659,10,81,93,39,32178777
4660,10,81,93,39,32178777
4661,10,81,93,39,32178777
4662,10,81,93,39,32178777
4663,10,81,93,39,32178777
4664,10,81,93,39,32178777
4665,10,81,93,39,32178777
4666,6,81,39,6,15738632
4667,6,81,39,6,15738632
4668,6,81,39,6,15738632
4669,6,81,39,6,15738632
4670,6,81,39,6,15738632
4671,6,81,39,6,15738632
4672,55,9,101,30,54116191
4673,55,9,101,30,54116191
4674,55,9,101,30,54116191
4675,55,9,101,30,54116191
4676,55,9,101,30,54116191
4677,55,9,101,30,54116191
4678,55,9,101,30,54116191
4679,55,9,101,30,54116191
4680,55,9,101,30,54116191
4681,18,234,91,45,118153533
4682,18,234,91,45,118153533
4683,18,234,91,45,118153533
4684,18,234,91,45,118153533
4685,18,234,91,45,118153533
4686,18,234,91,45,118153533
4687,18,234,91,45,118153533
4688,18,234,91,45,118153533
4689,18,234,91,45,118153533
4690,37,96,47,8,108012170
4691,37,96,47,8,108012170
4692,37,96,47,8,108012170
4693,37,96,47,8,108012170
4694,37,96,47,8,108012170
4695,37,96,47,8,108012170
4696,37,96,47,8,108012170
4697,37,96,47,8,108012170
4698,67,161,110,21,210592590
4699,67,161,110,21,210592590
4700,67,161,110,21,210592590
4701,67,161,110,21,210592590
4702,67,161,110,21,210592590
4703,64,334,58,36,279167575
4704,64,334,58,36,279167575
4705,64,334,58,36,279167575
4706,64,334,58,36,279167575
4707,64,334,58,36,279167575
4708,64,334,58,36,279167575
4709,64,334,58,36,279167575
4710,64,334,58,36,279167575
4711,64,334,58,36,279167575
4712,64,334,58,36,279167575
4713,64,334,58,36,279167575
4714,27,25,49,30,143151473
4715,27,25,49,30,143151473
4716,27,25,49,30,143151473
4717,27,25,49,30,143151473
4718,27,25,49,30,143151473
4719,27,25,49,30,143151473
4720,27,25,49,30,143151473
4721,27,25,49,30,143151473
4722,27,25,49,30,143151473
4723,31,196,41,44,136801374
4724,31,196,41,44,136801374
4725,31,196,41,44,136801374
4726,31,196,41,44,136801374
4727,31,196,41,44,136801374
4728,31,196,41,44,136801374
4729,31,196,41,44,136801374
4730,31,196,41,44,136801374
4731,31,196,41,44,136801374
4732,28,17,14,8,168213584
4733,28,17,14,8,168213584
4734,28,17,14,8,168213584
4735,28,17,14,8,168213584
4736,28,17,14,8,168213584
4737,28,17,14,8,168213584
4738,28,17,14,8,168213584
4739,28,17,14,8,168213584
4740,18,92,87,32,135381507
4741,18,92,87,32,135381507
4742,18,92,87,32,135381507
4743,18,92,87,32,135381507
4744,18,92,87,32,135381507
4745,18,92,87,32,135381507
4746,74,39,65,18,167735396
4747,74,39,65,18,167735396
4748,74,39,65,18,167735396
4749,74,39,65,18,167735396
4750,74,39,65,18,167735396
4751,74,39,65,18,167735396
4752,74,39,65,18,167735396
4753,74,39,65,18,167735396
4754,51,259,16,8,121468960
4755,51,259,16,8,121468960
4756,51,259,16,8,121468960
4757,51,259,16,8,121468960
4758,51,259,16,8,121468960
4759,51,259,16,8,121468960
4760,51,259,16,8,121468960
4761,51,259,16,8,121468960
4762,58,13,42,25,106635996
4763,58,13,42,25,106635996
4764,58,13,42,25,106635996
4765,58,13,42,25,106635996
4766,58,13,42,25,106635996
4767,58,13,42,25,106635996
4768,58,13,42,25,106635996
4769,58,13,42,25,106635996
4770,43,44,37,35,102678089
4771,43,44,37,35,102678089
4772,43,44,37,35,102678089
4773,43,44,37,35,102678089
4774,43,44,37,35,102678089
4775,43,44,37,35,102678089
4776,28,35,66,10,125603360
4777,28,35,66,10,125603360
4778,28,35,66,10,125603360
4779,28,35,66,10,125603360
4780,28,35,66,10,125603360
4781,28,35,66,10,125603360
4782,28,35,66,10,125603360
4783,28,35,66,10,125603360
4784,28,35,66,10,125603360
4785,28,35,66,10,125603360
4786,8,44,8,8,101217900
4787,8,44,8,8,101217900
4788,8,44,8,8,101217900
4789,8,44,8,8,101217900
4790,8,44,8,8,101217900
4791,8,44,8,8,101217900
4792,8,44,8,8,101217900
4793,8,44,8,8,101217900
4794,38,73,29,39,104148781
4795,38,73,29,39,104148781
4796,38,73,29,39,104148781
4797,38,73,29,39,104148781
4798,38,73,29,39,104148781
4799,38,73,29,39,104148781
4800,38,73,29,39,104148781
4801,38,73,29,39,104148781
4802,38,73,29,39,104148781
4803,38,73,29,39,104148781
4804,38,73,29,39,104148781
4805,38,73,29,39,104148781
4806,38,73,29,39,104148781
4807,38,73,29,39,104148781
4808,19,227,29,44,75573300
4809,19,227,29,44,75573300
4810,19,227,29,44,75573300
4811,19,227,29,44,75573300
4812,19,227,29,44,75573300
4813,19,227,29,44,75573300
4814,19,227,29,44,75573300
4815,13,7,47,39,93375151
4816,13,7,47,39,93375151
4817,13,7,47,39,93375151
4818,13,7,47,39,93375151
4819,13,7,47,39,93375151
4820,13,7,47,39,93375151
4821,13,7,47,39,93375151
4822,51,164,165,7,106126012
4823,51,164,165,7,106126012
4824,51,164,165,7,106126012
4825,51,164,165,7,106126012
4826,51,164,165,7,106126012
4827,51,164,165,7,106126012
4828,51,164,165,7,106126012
4829,17,53,60,25,93307796
4830,17,53,60,25,93307796
4831,17,53,60,25,93307796
4832,17,53,60,25,93307796
4833,17,53,60,25,93307796
4834,17,53,60,25,93307796
4835,17,53,60,25,93307796
4836,32,134,70,32,90646554
4837,32,134,70,32,90646554
4838,32,134,70,32,90646554
4839,32,134,70,32,90646554
4840,32,134,70,32,90646554
4841,5,122,34,30,109176215
4842,5,122,34,30,109176215
4843,5,122,34,30,109176215
4844,5,122,34,30,109176215
4845,5,122,34,30,109176215
4846,77,190,141,32,82670733
4847,77,190,141,32,82670733
4848,77,190,141,32,82670733
4849,77,190,141,32,82670733
4850,77,190,141,32,82670733
4851,77,190,141,32,82670733
4852,77,190,141,32,82670733
4853,55,54,14,26,82569532
4854,55,54,14,26,82569532
4855,55,54,14,26,82569532
4856,55,54,14,26,82569532
4857,55,54,14,26,82569532
4858,55,54,14,26,82569532
4859,14,14,71,5,81687587
4860,14,14,71,5,81687587
4861,14,14,71,5,81687587
4862,14,14,71,5,81687587
4863,14,14,71,5,81687587
4864,13,185,182,66,80574010
4865,13,185,182,66,80574010
4866,13,185,182,66,80574010
4867,13,185,182,66,80574010
4868,13,185,182,66,80574010
4869,13,185,182,66,80574010
4870,13,185,182,66,80574010
4871,13,185,182,66,80574010
4872,63,207,121,43,75764085
4873,63,207,121,43,75764085
4874,63,207,121,43,75764085
4875,63,207,121,43,75764085
4876,63,207,121,43,75764085
4877,63,207,121,43,75764085
4878,51,273,330,7,90356857
4879,51,273,330,7,90356857
4880,51,273,330,7,90356857
4881,51,273,330,7,90356857
4882,51,273,330,7,90356857
4883,51,273,330,7,90356857
4884,51,273,330,7,90356857
4885,89,137,137,74,75530832
4886,89,137,137,74,75530832
4887,89,137,137,74,75530832
4888,89,137,137,74,75530832
4889,89,137,137,74,75530832
4890,89,137,137,74,75530832
4891,29,229,79,6,75370763
4892,29,229,79,6,75370763
4893,29,229,79,6,75370763
4894,29,229,79,6,75370763
4895,29,229,79,6,75370763
4896,29,229,79,6,75370763
4897,50,190,134,53,100003492
4898,50,190,134,53,100003492
4899,50,190,134,53,100003492
4900,50,190,134,53,100003492
4901,50,190,134,53,100003492
4902,50,190,134,53,100003492
4903,50,190,134,53,100003492
4904,50,190,134,53,100003492
4905,50,190,134,53,100003492
4906,31,155,41,21,90341670
4907,31,155,41,21,90341670
4908,31,155,41,21,90341670
4909,31,155,41,21,90341670
4910,31,155,41,21,90341670
4911,20,51,98,30,74540762
4912,20,51,98,30,74540762
4913,20,51,98,30,74540762
4914,20,51,98,30,74540762
4915,20,51,98,30,74540762
4916,20,51,98,30,74540762
4917,20,51,98,30,74540762
4918,20,51,98,30,74540762
4919,29,190,141,75,80033643
4920,29,190,141,75,80033643
4921,29,190,141,75,80033643
4922,29,190,141,75,80033643
4923,29,190,141,75,80033643
4924,29,190,141,75,80033643
4925,29,190,141,75,80033643
4926,29,190,141,75,80033643
4927,97,74,88,31,73648142
4928,97,74,88,31,73648142
4929,97,74,88,31,73648142
4930,97,74,88,31,73648142
4931,97,74,88,31,73648142
4932,97,74,88,31,73648142
4933,97,74,88,31,73648142
4934,97,74,88,31,73648142
4935,97,74,88,31,73648142
4936,20,15,8,8,71844424
4937,20,15,8,8,71844424
4938,20,15,8,8,71844424
4939,20,15,8,8,71844424
4940,20,15,8,8,71844424
4941,20,15,8,8,71844424
4942,20,15,8,8,71844424
4943,20,15,8,8,71844424
4944,115,259,13,5,75638743
4945,115,259,13,5,75638743
4946,115,259,13,5,75638743
4947,115,259,13,5,75638743
4948,115,259,13,5,75638743
4949,15,36,18,6,66734992
4950,15,36,18,6,66734992
4951,15,36,18,6,66734992
4952,15,36,18,6,66734992
4953,15,36,18,6,66734992
4954,15,36,18,6,66734992
4955,13,15,8,8,75280058
4956,13,15,8,8,75280058
4957,13,15,8,8,75280058
4958,13,15,8,8,75280058
4959,13,15,8,8,75280058
4960,13,15,8,8,75280058
4961,13,15,8,8,75280058
4962,13,15,8,8,75280058
4963,69,121,39,15,64505912
4964,69,121,39,15,64505912
4965,69,121,39,15,64505912
4966,69,121,39,15,64505912
4967,69,121,39,15,64505912
4968,77,227,66,24,77862546
4969,77,227,66,24,77862546
4970,77,227,66,24,77862546
4971,77,227,66,24,77862546
4972,77,227,66,24,77862546
4973,77,227,66,24,77862546
4974,43,221,39,34,61112916
4975,43,221,39,34,61112916
4976,43,221,39,34,61112916
4977,43,221,39,34,61112916
4978,43,221,39,34,61112916
4979,43,221,39,34,61112916
4980,43,221,39,34,61112916
4981,43,221,39,34,61112916
4982,43,221,39,34,61112916
4983,44,38,61,5,88200225
4984,44,38,61,5,88200225
4985,44,38,61,5,88200225
4986,44,38,61,5,88200225
4987,44,38,61,5,88200225
4988,46,42,27,14,60573641
4989,46,42,27,14,60573641
4990,46,42,27,14,60573641
4991,46,42,27,14,60573641
4992,46,42,27,14,60573641
4993,46,42,27,14,60573641
4994,29,5,17,10,59035104
4995,29,5,17,10,59035104
4996,29,5,17,10,59035104
4997,29,5,17,10,59035104
4998,29,5,17,10,59035104
4999,12,141,48,30,56702901
5000,12,141,48,30,56702901
5001,12,141,48,30,56702901
5002,12,141,48,30,56702901
5003,12,141,48,30,56702901
5004,12,141,48,30,56702901
5005,12,141,48,30,56702901
5006,5,108,24,22,55994557
5007,5,108,24,22,55994557
5008,5,108,24,22,55994557
5009,5,108,24,22,55994557
5010,5,108,24,22,55994557
5011,26,202,273,50,54910560
5012,26,202,273,50,54910560
5013,26,202,273,50,54910560
5014,26,202,273,50,54910560
5015,26,202,273,50,54910560
5016,36,64,63,67,53789313
5017,36,64,63,67,53789313
5018,36,64,63,67,53789313
5019,36,64,63,67,53789313
5020,36,64,63,67,53789313
5021,36,64,63,67,53789313
5022,36,64,63,67,53789313
5023,21,55,69,32,51045801
5024,21,55,69,32,51045801
5025,21,55,69,32,51045801
5026,21,55,69,32,51045801
5027,21,55,69,32,51045801
5028,21,55,69,32,51045801
