,director_name,actor_1,actor_2,actor_3,plot_keywords,gross
5672,162,355,168,686,japan,70098138.0
5673,162,355,168,686,revenge,70098138.0
5674,162,355,168,686,sword,70098138.0
5675,182,20,579,687,film,66365290.0
5676,182,20,579,687,a,66365290.0
5677,182,20,579,687,filmmaking,66365290.0
5678,182,20,579,687,guerrilla,66365290.0
5679,182,20,579,687,making,66365290.0
5680,182,20,579,687,movie,66365290.0
5681,182,20,579,687,scientology,66365290.0
5682,182,20,579,687,parody,66365290.0
5683,162,66,580,671,assassin,66207920.0
5684,162,66,580,671,assassination,66207920.0
5685,162,66,580,671,bride,66207920.0
5686,162,66,580,671,death,66207920.0
5687,162,66,580,671,vengeance,66207920.0
5688,206,223,581,688,1980s,63408614.0
5689,206,223,581,688,80s,63408614.0
5690,206,223,581,688,action,63408614.0
5691,206,223,581,688,escape,63408614.0
5692,206,223,581,688,plea,63408614.0
5693,206,223,581,688,bargain,63408614.0
5694,206,223,581,688,prison,63408614.0
5695,42,96,582,565,plastic,58422650.0
5696,42,96,582,565,surgeon,58422650.0
5697,42,96,582,565,rejuvenation,58422650.0
5698,42,96,582,565,revenge,58422650.0
5699,42,96,582,565,rival,58422650.0
5700,42,96,582,565,rivalry,58422650.0
5701,392,356,583,689,19th,56932305.0
5702,392,356,583,689,century,56932305.0
5703,392,356,583,689,chinese,56932305.0
5704,392,356,583,689,princess,56932305.0
5705,392,356,583,689,rescue,56932305.0
5706,392,356,583,689,travel,56932305.0
5707,363,47,134,690,bomb,68750000.0
5708,363,47,134,690,hostage,68750000.0
5709,363,47,134,690,military,68750000.0
5710,363,47,134,690,plane,68750000.0
5711,363,47,134,690,terrorist,68750000.0
5712,190,357,584,513,father,68218041.0
5713,190,357,584,513,penguin,68218041.0
5714,190,357,584,513,snowglobe,68218041.0
5715,190,357,584,513,son,68218041.0
5716,190,357,584,513,winter,68218041.0
5717,94,53,585,635,monkey,25040293.0
5718,94,53,585,635,king,25040293.0
5719,94,53,585,635,staff,25040293.0
5720,94,53,585,635,teenager,25040293.0
5721,94,53,585,635,urination,25040293.0
5722,94,53,585,635,warrior,25040293.0
5723,393,51,586,160,chipmunk,55747724.0
5724,393,51,586,160,hunting,55747724.0
5725,393,51,586,160,dog,55747724.0
5726,393,51,586,160,sabotage,55747724.0
5727,393,51,586,160,thanksgiving,55747724.0
5728,393,51,586,160,turkey,55747724.0
5729,393,51,586,160,the,55747724.0
5730,393,51,586,160,bird,55747724.0
5731,65,358,587,691,alien,55473600.0
5732,65,358,587,691,crash,55473600.0
5733,65,358,587,691,planet,55473600.0
5734,65,358,587,691,prison,55473600.0
5735,65,358,587,691,survivor,55473600.0
5736,394,359,588,692,actress,49994804.0
5737,394,359,588,692,argentina,49994804.0
5738,394,359,588,692,military,49994804.0
5739,394,359,588,692,politics,49994804.0
5740,394,359,588,692,singer,49994804.0
5741,395,150,589,693,case,41609593.0
5742,395,150,589,693,ex,41609593.0
5743,395,150,589,693,kgb,41609593.0
5744,395,150,589,693,ronin,41609593.0
5745,395,150,589,693,russian,41609593.0
5746,395,150,589,693,suitcase,41609593.0
5747,239,360,590,694,bridge,38553833.0
5748,239,360,590,694,engineer,38553833.0
5749,239,360,590,694,hunter,38553833.0
5750,239,360,590,694,lion,38553833.0
5751,239,360,590,694,railway,38553833.0
5752,396,361,591,695,bear,76137505.0
5753,396,361,591,695,ear,76137505.0
5754,396,361,591,695,wax,76137505.0
5755,396,361,591,695,cleaning,76137505.0
5756,396,361,591,695,fake,76137505.0
5757,396,361,591,695,newsreel,76137505.0
5758,396,361,591,695,paddington,76137505.0
5759,396,361,591,695,station,76137505.0
5760,396,361,591,695,london,76137505.0
5761,396,361,591,695,taxidermist,76137505.0
5762,397,181,592,325,alien,34350553.0
5763,397,181,592,325,escape,34350553.0
5764,397,181,592,325,manager,34350553.0
5765,397,181,592,325,neighborhood,34350553.0
5766,397,181,592,325,watch,34350553.0
5767,397,181,592,325,ohio,34350553.0
5768,398,246,593,696,capture,34238611.0
5769,398,246,593,696,combat,34238611.0
5770,398,246,593,696,fbi,34238611.0
5771,398,246,593,696,hunter,34238611.0
5772,398,246,593,696,special,34238611.0
5773,398,246,593,696,forces,34238611.0
5774,68,79,594,697,africa,34098563.0
5775,68,79,594,697,anthropologist,34098563.0
5776,68,79,594,697,murder,34098563.0
5777,68,79,594,697,poacher,34098563.0
5778,68,79,594,697,psychiatrist,34098563.0
5779,296,105,595,698,actor,33828318.0
5780,296,105,595,698,conjoined,33828318.0
5781,296,105,595,698,twins,33828318.0
5782,296,105,595,698,cook,33828318.0
5783,296,105,595,698,internet,33828318.0
5784,296,105,595,698,short,33828318.0
5785,296,105,595,698,order,33828318.0
5786,399,158,594,536,flint,33472850.0
5787,399,158,594,536,michigan,33472850.0
5788,399,158,594,536,merger,33472850.0
5789,399,158,594,536,michigan,33472850.0
5790,399,158,594,536,nba,33472850.0
5791,399,158,594,536,team,33472850.0
5792,400,107,596,100,charles,31051126.0
5793,400,107,596,100,darwin,31051126.0
5794,400,107,596,100,cutlass,31051126.0
5795,400,107,596,100,pirate,31051126.0
5796,400,107,596,100,queen,31051126.0
5797,400,107,596,100,victoria,31051126.0
5798,400,107,596,100,scientist,31051126.0
5799,315,59,597,685,execution,35707327.0
5800,315,59,597,685,hanging,35707327.0
5801,315,59,597,685,los,35707327.0
5802,315,59,597,685,angeles,35707327.0
5803,315,59,597,685,police,35707327.0
5804,315,59,597,685,department,35707327.0
5805,315,59,597,685,miscarriage,35707327.0
5806,315,59,597,685,justice,35707327.0
5807,315,59,597,685,missing,35707327.0
5808,315,59,597,685,child,35707327.0
5809,315,59,597,685,wrongful,35707327.0
5810,315,59,597,685,conviction,35707327.0
5811,218,61,64,47,cold,20550712.0
5812,218,61,64,47,fusion,20550712.0
5813,218,61,64,47,die,20550712.0
5814,218,61,64,47,hard,20550712.0
5815,218,61,64,47,scenario,20550712.0
5816,218,61,64,47,man,20550712.0
5817,218,61,64,47,glasses,20550712.0
5818,218,61,64,47,the,20550712.0
5819,218,61,64,47,run,20550712.0
5820,218,61,64,47,outrunning,20550712.0
5821,218,61,64,47,explosion,20550712.0
5822,158,150,576,699,baseball,18573791.0
5823,158,150,576,699,fan,18573791.0
5824,158,150,576,699,obsession,18573791.0
5825,158,150,576,699,salesman,18573791.0
5826,158,150,576,699,san,18573791.0
5827,158,150,576,699,francisco,18573791.0
5828,158,150,576,699,giants,18573791.0
5829,128,67,440,700,based,51225796.0
5830,128,67,440,700,stage,51225796.0
5831,128,67,440,700,musical,51225796.0
5832,128,67,440,700,novel,51225796.0
5833,128,67,440,700,disfigurement,51225796.0
5834,128,67,440,700,mask,51225796.0
5835,128,67,440,700,opera,51225796.0
5836,128,67,440,700,singer,51225796.0
5837,401,362,179,165,court,16264475.0
5838,401,362,179,165,intrigue,16264475.0
5839,401,362,179,165,queen,16264475.0
5840,401,362,179,165,spain,16264475.0
5841,401,362,179,165,virgin,16264475.0
5842,402,220,598,701,based,25857987.0
5843,402,220,598,701,cult,25857987.0
5844,402,220,598,701,favorite,25857987.0
5845,402,220,598,701,disease,25857987.0
5846,402,220,598,701,female,25857987.0
5847,402,220,598,701,hero,25857987.0
5848,402,220,598,701,protagonist,25857987.0
5849,402,220,598,701,future,25857987.0
5850,403,363,599,702,confederacy,12870569.0
5851,403,363,599,702,hero,12870569.0
5852,403,363,599,702,prequel,12870569.0
5853,403,363,599,702,stonewall,12870569.0
5854,403,363,599,702,jackson,12870569.0
5855,403,363,599,702,war,12870569.0
5856,404,364,600,471,airplane,11466088.0
5857,404,364,600,471,christmas,11466088.0
5858,404,364,600,471,marshal,11466088.0
5859,404,364,600,471,pilot,11466088.0
5860,404,364,600,471,u.s.,11466088.0
5861,405,365,601,555,blanket,16088610.0
5862,405,365,601,555,competition,16088610.0
5863,405,365,601,555,family,16088610.0
5864,405,365,601,555,relationships,16088610.0
5865,405,365,601,555,feather,16088610.0
5866,405,365,601,555,sleepover,16088610.0
5867,70,92,602,703,europe,51178893.0
5868,70,92,602,703,frog,51178893.0
5869,70,92,602,703,gulag,51178893.0
5870,70,92,602,703,prison,51178893.0
5871,70,92,602,703,break,51178893.0
5872,70,92,602,703,puppet,51178893.0
5873,287,366,603,704,astronaut,6768055.0
5874,287,366,603,704,island,6768055.0
5875,287,366,603,704,lady,6768055.0
5876,287,366,603,704,penelope,6768055.0
5877,287,366,603,704,rescue,6768055.0
5878,287,366,603,704,the,6768055.0
5879,287,366,603,704,hood,6768055.0
5880,406,301,604,705,burlesque,39440655.0
5881,406,301,604,705,dancer,39440655.0
5882,406,301,604,705,iowa,39440655.0
5883,406,301,604,705,small,39440655.0
5884,406,301,604,705,town,39440655.0
5885,406,301,604,705,girl,39440655.0
5886,406,301,604,705,stage,39440655.0
5887,354,367,605,706,court,6167817.0
5888,354,367,605,706,martial,6167817.0
5889,354,367,605,706,death,6167817.0
5890,354,367,605,706,girl,6167817.0
5891,354,367,605,706,no,6167817.0
5892,354,367,605,706,man's,6167817.0
5893,354,367,605,706,land,6167817.0
5894,354,367,605,706,soldier,6167817.0
5895,36,368,21,169,blade,81645152.0
5896,36,368,21,169,the,81645152.0
5897,36,368,21,169,character,81645152.0
5898,36,368,21,169,cult,81645152.0
5899,36,368,21,169,film,81645152.0
5900,36,368,21,169,mutation,81645152.0
5901,36,368,21,169,vampire,81645152.0
5902,36,368,21,169,warrior,81645152.0
5903,391,13,125,707,boyfriend,69951824.0
5904,391,13,125,707,girlfriend,69951824.0
5905,391,13,125,707,relationship,69951824.0
5906,391,13,125,707,heart,69951824.0
5907,391,13,125,707,main,69951824.0
5908,391,13,125,707,character,69951824.0
5909,391,13,125,707,dies,69951824.0
5910,391,13,125,707,organ,69951824.0
5911,391,13,125,707,donor,69951824.0
5912,391,13,125,707,redemption,69951824.0
5913,371,223,606,708,bar,9483821.0
5914,371,223,606,708,bullet,9483821.0
5915,371,223,606,708,corruption,9483821.0
5916,371,223,606,708,detective,9483821.0
5917,371,223,606,708,lawyer,9483821.0
5918,407,201,607,709,1970s,66676062.0
5919,407,201,607,709,family,66676062.0
5920,407,201,607,709,relationships,66676062.0
5921,407,201,607,709,mob,66676062.0
5922,407,201,607,709,hit,66676062.0
5923,407,201,607,709,opera,66676062.0
5924,407,201,607,709,repeating,66676062.0
5925,407,201,607,709,history,66676062.0
5926,285,172,470,710,flight,26838389.0
5927,285,172,470,710,attendant,26838389.0
5928,285,172,470,710,kentucky,26838389.0
5929,285,172,470,710,shoes,26838389.0
5930,285,172,470,710,travel,26838389.0
5931,19,369,608,711,best,75604320.0
5932,19,369,608,711,friend,75604320.0
5933,19,369,608,711,foot,75604320.0
5934,19,369,608,711,fetish,75604320.0
5935,19,369,608,711,houseguest,75604320.0
5936,19,369,608,711,newlywed,75604320.0
5937,19,369,608,711,wedding,75604320.0
5938,408,370,523,712,alien,108200000.0
5939,408,370,523,712,invasion,108200000.0
5940,408,370,523,712,based,108200000.0
5941,408,370,523,712,comic,108200000.0
5942,408,370,523,712,book,108200000.0
5943,408,370,523,712,flying,108200000.0
5944,408,370,523,712,superhero,108200000.0
5945,408,370,523,712,phantom,108200000.0
5946,408,370,523,712,zone,108200000.0
5947,408,370,523,712,revenge,108200000.0
5948,217,371,609,713,gangster,5660084.0
5949,217,371,609,713,hospital,5660084.0
5950,217,371,609,713,lesbian,5660084.0
5951,217,371,609,713,mob,5660084.0
5952,217,371,609,713,thug,5660084.0
5953,346,135,126,47,governor,7221458.0
5954,346,135,126,47,journalist,7221458.0
5955,346,135,126,47,louisiana,7221458.0
5956,346,135,126,47,mistress,7221458.0
5957,346,135,126,47,politician,7221458.0
5958,253,33,610,540,blaxploitation,70327868.0
5959,253,33,610,540,detective,70327868.0
5960,253,33,610,540,drugs,70327868.0
5961,253,33,610,540,shaft,70327868.0
5962,253,33,610,540,trial,70327868.0
5963,270,372,29,714,amnesia,58297830.0
5964,270,372,29,714,reference,58297830.0
5965,270,372,29,714,anastasia,58297830.0
5966,270,372,29,714,romanov,58297830.0
5967,270,372,29,714,romanov,58297830.0
5968,270,372,29,714,russia,58297830.0
5969,270,372,29,714,russian,58297830.0
5970,270,372,29,714,revolution,58297830.0
5971,34,50,611,143,death,57386369.0
5972,34,50,611,143,main,57386369.0
5973,34,50,611,143,character,57386369.0
5974,34,50,611,143,eiffel,57386369.0
5975,34,50,611,143,tower,57386369.0
5976,34,50,611,143,paris,57386369.0
5977,34,50,611,143,jealousy,57386369.0
5978,34,50,611,143,tragedy,57386369.0
5979,34,50,611,143,two,57386369.0
5980,34,50,611,143,suitors,57386369.0
5981,366,25,551,715,amateur,45207112.0
5982,366,25,551,715,detective,45207112.0
5983,366,25,551,715,boat,45207112.0
5984,366,25,551,715,builder,45207112.0
5985,366,25,551,715,boy,45207112.0
5986,366,25,551,715,stepfather,45207112.0
5987,366,25,551,715,witness,45207112.0
5988,409,1,427,716,based,62563543.0
5989,409,1,427,716,true,62563543.0
5990,409,1,427,716,story,62563543.0
5991,409,1,427,716,boston,62563543.0
5992,409,1,427,716,massachusetts,62563543.0
5993,409,1,427,716,fbi,62563543.0
5994,409,1,427,716,agent,62563543.0
5995,409,1,427,716,gangster,62563543.0
5996,409,1,427,716,crime,62563543.0
5997,315,71,75,54,imperial,33574332.0
5998,315,71,75,54,japan,33574332.0
5999,315,71,75,54,japan,33574332.0
6000,315,71,75,54,japanese,33574332.0
6001,315,71,75,54,army,33574332.0
6002,315,71,75,54,soldier,33574332.0
6003,315,71,75,54,world,33574332.0
6004,315,71,75,54,war,33574332.0
6005,315,71,75,54,two,33574332.0
6006,262,67,343,439,attorney,73343413.0
6007,262,67,343,439,deal,73343413.0
6008,262,67,343,439,district,73343413.0
6009,262,67,343,439,investigation,73343413.0
6010,262,67,343,439,justice,73343413.0
6011,410,373,125,199,anthropophagus,25031037.0
6012,410,373,125,199,blood,25031037.0
6013,410,373,125,199,and,25031037.0
6014,410,373,125,199,gore,25031037.0
6015,410,373,125,199,double,25031037.0
6016,410,373,125,199,feature,25031037.0
6017,410,373,125,199,real,25031037.0
6018,410,373,125,199,twins,25031037.0
6019,410,373,125,199,playing,25031037.0
6020,410,373,125,199,zombie,25031037.0
6021,240,143,612,717,farm,22843047.0
6022,240,143,612,717,freedom,22843047.0
6023,240,143,612,717,ohio,22843047.0
6024,240,143,612,717,slavery,22843047.0
6025,240,143,612,717,spirit,22843047.0
6026,411,20,328,718,losing,5755286.0
6027,411,20,328,718,poker,5755286.0
6028,411,20,328,718,player,5755286.0
6029,411,20,328,718,reference,5755286.0
6030,411,20,328,718,frederic,5755286.0
6031,411,20,328,718,chopin,5755286.0
6032,411,20,328,718,johannes,5755286.0
6033,411,20,328,718,brahms,5755286.0
6034,37,19,387,719,attorney,164435221.0
6035,37,19,387,719,cat,164435221.0
6036,37,19,387,719,and,164435221.0
6037,37,19,387,719,mouse,164435221.0
6038,37,19,387,719,fbi,164435221.0
6039,37,19,387,719,pan,164435221.0
6040,37,19,387,719,am,164435221.0
6041,37,19,387,719,pilot,164435221.0
6042,204,374,352,720,al,95720716.0
6043,204,374,352,720,qaeda,95720716.0
6044,204,374,352,720,cia,95720716.0
6045,204,374,352,720,interrogation,95720716.0
6046,204,374,352,720,lie,95720716.0
6047,204,374,352,720,navy,95720716.0
6048,204,374,352,720,seal,95720716.0
6049,114,202,613,721,art,118683135.0
6050,114,202,613,721,break,118683135.0
6051,114,202,613,721,football,118683135.0
6052,114,202,613,721,video,118683135.0
6053,114,202,613,721,game,118683135.0
6054,114,202,613,721,kitchen,118683135.0
6055,114,202,613,721,talking,118683135.0
6056,114,202,613,721,one's,118683135.0
6057,114,202,613,721,self,118683135.0
6058,114,202,613,721,a,118683135.0
6059,114,202,613,721,mirror,118683135.0
6060,412,279,582,50,bride,143704210.0
6061,412,279,582,50,greece,143704210.0
6062,412,279,582,50,island,143704210.0
6063,412,279,582,50,mediterranean,143704210.0
6064,412,279,582,50,wedding,143704210.0
6065,282,69,614,27,flower,110476776.0
6066,282,69,614,27,indian,110476776.0
6067,282,69,614,27,restaurant,110476776.0
6068,282,69,614,27,tv,110476776.0
6069,282,69,614,27,station,110476776.0
6070,282,69,614,27,valentine,110476776.0
6071,282,69,614,27,valentine's,110476776.0
6072,282,69,614,27,day,110476776.0
6073,413,375,615,623,1969,80270227.0
6074,413,375,615,623,dodge,80270227.0
6075,413,375,615,623,charger,80270227.0
6076,413,375,615,623,bikini,80270227.0
6077,413,375,615,623,farm,80270227.0
6078,413,375,615,623,misogynist,80270227.0
6079,413,375,615,623,tow,80270227.0
6080,413,375,615,623,truck,80270227.0
6081,414,68,616,722,battle,36385763.0
6082,414,68,616,722,hill,36385763.0
6083,414,68,616,722,jungle,36385763.0
6084,414,68,616,722,multiple,36385763.0
6085,414,68,616,722,perspectives,36385763.0
6086,414,68,616,722,tropical,36385763.0
6087,414,68,616,722,island,36385763.0
6088,415,31,34,723,best,37035845.0
6089,415,31,34,723,friend,37035845.0
6090,415,31,34,723,fountain,37035845.0
6091,415,31,34,723,law,37035845.0
6092,415,31,34,723,firm,37035845.0
6093,415,31,34,723,lawyer,37035845.0
6094,415,31,34,723,sex,37035845.0
6095,416,376,617,724,andy,34580635.0
6096,416,376,617,724,kaufman,34580635.0
6097,416,376,617,724,comedian,34580635.0
6098,416,376,617,724,eccentric,34580635.0
6099,416,376,617,724,wrestler,34580635.0
6100,416,376,617,724,wrestling,34580635.0
6101,47,150,618,467,car,42438300.0
6102,47,150,618,467,bomb,42438300.0
6103,47,150,618,467,card,42438300.0
6104,47,150,618,467,cheat,42438300.0
6105,47,150,618,467,cash,42438300.0
6106,47,150,618,467,casino,42438300.0
6107,47,150,618,467,gambling,42438300.0
6108,47,150,618,467,syndicate,42438300.0
6109,417,377,619,725,ambassador,23324666.0
6110,417,377,619,725,cia,23324666.0
6111,417,377,619,725,dinner,23324666.0
6112,417,377,619,725,spy,23324666.0
6113,417,377,619,725,terrorist,23324666.0
6114,418,378,291,726,monastery,23020488.0
6115,418,378,291,726,monk,23020488.0
6116,418,378,291,726,scroll,23020488.0
6117,418,378,291,726,tibetan,23020488.0
6118,296,340,620,727,dissociative,90567722.0
6119,296,340,620,727,identity,90567722.0
6120,296,340,620,727,disorder,90567722.0
6121,296,340,620,727,limousine,90567722.0
6122,296,340,620,727,multiple,90567722.0
6123,296,340,620,727,personality,90567722.0
6124,296,340,620,727,police,90567722.0
6125,296,340,620,727,rhode,90567722.0
6126,296,340,620,727,island,90567722.0
6127,419,379,287,728,cow,72601713.0
6128,419,379,287,728,farmer,72601713.0
6129,419,379,287,728,howl,72601713.0
6130,419,379,287,728,howling,72601713.0
6131,419,379,287,728,the,72601713.0
6132,419,379,287,728,moon,72601713.0
6133,419,379,287,728,vegetarian,72601713.0
6134,420,88,621,729,christmas,35092918.0
6135,420,88,621,729,december,35092918.0
6136,420,88,621,729,holiday,35092918.0
6137,420,88,621,729,massachusetts,35092918.0
6138,420,88,621,729,neighbor,35092918.0
6139,18,80,70,152,forks,296623634.0
6140,18,80,70,152,washington,296623634.0
6141,18,80,70,152,protecting,296623634.0
6142,18,80,70,152,a,296623634.0
6143,18,80,70,152,woman,296623634.0
6144,18,80,70,152,title,296623634.0
6145,18,80,70,152,same,296623634.0
6146,18,80,70,152,as,296623634.0
6147,18,80,70,152,book,296623634.0
6148,18,80,70,152,vampire,296623634.0
6149,18,80,70,152,werewolf,296623634.0
6150,12,380,622,730,donkey,267652016.0
6151,12,380,622,730,fairy,267652016.0
6152,12,380,622,730,tale,267652016.0
6153,12,380,622,730,ogre,267652016.0
6154,12,380,622,730,princess,267652016.0
6155,12,380,622,730,swamp,267652016.0
6156,421,105,597,731,love,62453315.0
6157,421,105,597,731,first,62453315.0
6158,421,105,597,731,sight,62453315.0
6159,421,105,597,731,obscene,62453315.0
6160,421,105,597,731,finger,62453315.0
6161,421,105,597,731,gesture,62453315.0
6162,421,105,597,731,rain,62453315.0
6163,421,105,597,731,teleportation,62453315.0
6164,421,105,597,731,three,62453315.0
6165,421,105,597,731,word,62453315.0
6166,421,105,597,731,title,62453315.0
6167,52,8,64,265,balladeer,165500000.0
6168,52,8,64,265,crusades,165500000.0
6169,52,8,64,265,england,165500000.0
6170,52,8,64,265,king,165500000.0
6171,52,8,64,265,modern,165500000.0
6172,52,8,64,265,minstrel,165500000.0
6173,285,55,205,732,agent,153620822.0
6174,285,55,205,732,career,153620822.0
6175,285,55,205,732,client,153620822.0
6176,285,55,205,732,fiance,153620822.0
6177,285,55,205,732,sports,153620822.0
6178,303,352,623,733,2010s,218628680.0
6179,303,352,623,733,car,218628680.0
6180,303,352,623,733,accident,218628680.0
6181,303,352,623,733,sex,218628680.0
6182,303,352,623,733,scene,218628680.0
6183,303,352,623,733,teddy,218628680.0
6184,303,352,623,733,bear,218628680.0
6185,303,352,623,733,testicle,218628680.0
6186,135,381,409,734,dog,147637474.0
6187,135,381,409,734,friendship,147637474.0
6188,135,381,409,734,neighbor,147637474.0
6189,135,381,409,734,unlikely,147637474.0
6190,135,381,409,734,writer,147637474.0
6191,50,83,86,735,doctor,135014968.0
6192,50,83,86,735,hospital,135014968.0
6193,50,83,86,735,mental,135014968.0
6194,50,83,86,735,institution,135014968.0
6195,50,83,86,735,nurse,135014968.0
6196,50,83,86,735,student,135014968.0
6197,160,41,220,68,fame,2175312.0
6198,160,41,220,68,father,2175312.0
6199,160,41,220,68,son,2175312.0
6200,160,41,220,68,relationship,2175312.0
6201,160,41,220,68,interracial,2175312.0
6202,160,41,220,68,kiss,2175312.0
6203,160,41,220,68,sex,2175312.0
6204,244,25,279,736,abbreviation,126203320.0
6205,244,25,279,736,title,126203320.0
6206,244,25,279,736,reporter,126203320.0
6207,244,25,279,736,small,126203320.0
6208,244,25,279,736,town,126203320.0
6209,244,25,279,736,sudden,126203320.0
6210,244,25,279,736,wealth,126203320.0
6211,244,25,279,736,unknowing,126203320.0
6212,244,25,279,736,heir,126203320.0
6213,33,382,255,737,deputy,126975169.0
6214,33,382,255,737,group,126975169.0
6215,33,382,255,737,friends,126975169.0
6216,33,382,255,737,time,126975169.0
6217,33,382,255,737,train,126975169.0
6218,33,382,255,737,crash,126975169.0
6219,145,208,624,738,contamination,125548685.0
6220,145,208,624,738,corporate,125548685.0
6221,145,208,624,738,crime,125548685.0
6222,145,208,624,738,environmental,125548685.0
6223,145,208,624,738,issue,125548685.0
6224,145,208,624,738,female,125548685.0
6225,145,208,624,738,protagonist,125548685.0
6226,145,208,624,738,working,125548685.0
6227,145,208,624,738,single,125548685.0
6228,145,208,624,738,mother,125548685.0
6229,361,70,547,739,advertising,105807520.0
6230,361,70,547,739,executive,105807520.0
6231,361,70,547,739,diamond,105807520.0
6232,361,70,547,739,magazine,105807520.0
6233,361,70,547,739,party,105807520.0
6234,361,70,547,739,wager,105807520.0
6235,194,49,625,740,college,191616238.0
6236,194,49,625,740,drugs,191616238.0
6237,194,49,625,740,hidden,191616238.0
6238,194,49,625,740,camera,191616238.0
6239,194,49,625,740,tattoo,191616238.0
6240,194,49,625,740,undercover,191616238.0
6241,422,72,116,5,betrayal,105264608.0
6242,422,72,116,5,dangerous,105264608.0
6243,422,72,116,5,friend,105264608.0
6244,422,72,116,5,gothic,105264608.0
6245,422,72,116,5,monster,105264608.0
6246,422,72,116,5,as,105264608.0
6247,422,72,116,5,victim,105264608.0
6248,422,72,116,5,vampire,105264608.0
6249,114,69,246,741,best,97680195.0
6250,114,69,246,741,friend,97680195.0
6251,114,69,246,741,dvd,97680195.0
6252,114,69,246,741,girlfriend,97680195.0
6253,114,69,246,741,loan,97680195.0
6254,114,69,246,741,self,97680195.0
6255,114,69,246,741,help,97680195.0
6256,423,132,21,742,accountant,126088877.0
6257,423,132,21,742,blooper,126088877.0
6258,423,132,21,742,espionage,126088877.0
6259,423,132,21,742,facebook,126088877.0
6260,423,132,21,742,high,126088877.0
6261,423,132,21,742,school,126088877.0
6262,423,132,21,742,reunion,126088877.0
6263,121,208,626,743,attorney,91030827.0
6264,121,208,626,743,cancer,91030827.0
6265,121,208,626,743,custody,91030827.0
6266,121,208,626,743,fashion,91030827.0
6267,121,208,626,743,photographer,91030827.0
6268,121,208,626,743,photographer,91030827.0
6269,383,158,312,744,biological,150315155.0
6270,383,158,312,744,father,150315155.0
6271,383,158,312,744,dad,150315155.0
6272,383,158,312,744,drinking,150315155.0
6273,383,158,312,744,product,150315155.0
6274,383,158,312,744,placement,150315155.0
6275,383,158,312,744,wilhelm,150315155.0
6276,383,158,312,744,scream,150315155.0
6277,13,1,582,514,based,127997349.0
6278,13,1,582,514,stage,127997349.0
6279,13,1,582,514,musical,127997349.0
6280,13,1,582,514,cinderella,127997349.0
6281,13,1,582,514,little,127997349.0
6282,13,1,582,514,red,127997349.0
6283,13,1,582,514,riding,127997349.0
6284,13,1,582,514,hood,127997349.0
6285,13,1,582,514,singing,127997349.0
6286,13,1,582,514,witch,127997349.0
6287,424,148,627,745,bank,88504640.0
6288,424,148,627,745,detective,88504640.0
6289,424,148,627,745,negotiation,88504640.0
6290,424,148,627,745,police,88504640.0
6291,424,148,627,745,robber,88504640.0
6292,425,383,628,538,anti,81517441.0
6293,425,383,628,538,hero,81517441.0
6294,425,383,628,538,criminal,81517441.0
6295,425,383,628,538,greed,81517441.0
6296,425,383,628,538,prostitute,81517441.0
6297,425,383,628,538,tough,81517441.0
6298,425,383,628,538,guy,81517441.0
6299,426,384,500,746,captain,81022333.0
6300,426,384,500,746,congo,81022333.0
6301,426,384,500,746,expedition,81022333.0
6302,426,384,500,746,laser,81022333.0
6303,426,384,500,746,lost,81022333.0
6304,426,384,500,746,city,81022333.0
6305,285,58,272,175,blocked,75621915.0
6306,285,58,272,175,road,75621915.0
6307,285,58,272,175,father,75621915.0
6308,285,58,272,175,son,75621915.0
6309,285,58,272,175,relationship,75621915.0
6310,285,58,272,175,love,75621915.0
6311,285,58,272,175,first,75621915.0
6312,285,58,272,175,sight,75621915.0
6313,285,58,272,175,teenage,75621915.0
6314,285,58,272,175,boy,75621915.0
6315,285,58,272,175,zookeeper,75621915.0
6316,101,73,629,747,disaster,79948113.0
6317,101,73,629,747,end,79948113.0
6318,101,73,629,747,the,79948113.0
6319,101,73,629,747,world,79948113.0
6320,101,73,629,747,number,79948113.0
6321,101,73,629,747,student,79948113.0
6322,101,73,629,747,time,79948113.0
6323,101,73,629,747,capsule,79948113.0
6324,392,69,231,748,friend,88658172.0
6325,392,69,231,748,intervention,88658172.0
6326,392,69,231,748,moving,88658172.0
6327,392,69,231,748,secret,88658172.0
6328,392,69,231,748,slacker,88658172.0
6329,427,18,630,749,cartoon,75888270.0
6330,427,18,630,749,tv,75888270.0
6331,427,18,630,749,foreign,75888270.0
6332,427,18,630,749,language,75888270.0
6333,427,18,630,749,adaptation,75888270.0
6334,427,18,630,749,second,75888270.0
6335,427,18,630,749,part,75888270.0
6336,427,18,630,749,videotape,75888270.0
6337,427,18,630,749,writer,75888270.0
6338,319,329,184,68,bar,84244877.0
6339,319,329,184,68,divorce,84244877.0
6340,319,329,184,68,friend,84244877.0
6341,319,329,184,68,girl,84244877.0
6342,319,329,184,68,male,84244877.0
6343,319,329,184,68,objectification,84244877.0
6344,428,184,631,750,cat,75367693.0
6345,428,184,631,750,dog,75367693.0
6346,428,184,631,750,first,75367693.0
6347,428,184,631,750,part,75367693.0
6348,428,184,631,750,lasagna,75367693.0
6349,428,184,631,750,veterinarian,75367693.0
6350,429,149,415,751,act,73701902.0
6351,429,149,415,751,kindness,73701902.0
6352,429,149,415,751,christmas,73701902.0
6353,429,149,415,751,eve,73701902.0
6354,429,149,415,751,neighbor,73701902.0
6355,429,149,415,751,vacation,73701902.0
6356,430,90,632,342,baseball,75605492.0
