,director_name,actor_1_name,actor_2_name,actor_3_name,plot_keywords,gross
5945,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,phantom,108200000.0
5946,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,zone,108200000.0
5947,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,revenge,108200000.0
5948,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,gangster,5660084.0
5949,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,hospital,5660084.0
5950,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,lesbian,5660084.0
5951,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,mob,5660084.0
5952,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,thug,5660084.0
5953,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,governor,7221458.0
5954,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,journalist,7221458.0
5955,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,louisiana,7221458.0
5956,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,mistress,7221458.0
5957,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,politician,7221458.0
5958,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,blaxploitation,70327868.0
5959,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,detective,70327868.0
5960,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,drugs,70327868.0
5961,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,shaft,70327868.0
5962,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,trial,70327868.0
5963,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,amnesia,58297830.0
5964,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,reference,58297830.0
5965,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,anastasia,58297830.0
5966,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,romanov,58297830.0
5967,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,romanov,58297830.0
5968,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,russia,58297830.0
5969,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,russian,58297830.0
5970,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,revolution,58297830.0
5971,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,death,57386369.0
5972,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,main,57386369.0
5973,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,character,57386369.0
5974,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,eiffel,57386369.0
5975,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,tower,57386369.0
5976,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,paris,57386369.0
5977,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,jealousy,57386369.0
5978,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,tragedy,57386369.0
5979,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,two,57386369.0
5980,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,suitors,57386369.0
5981,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,amateur,45207112.0
5982,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,detective,45207112.0
5983,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,boat,45207112.0
5984,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,builder,45207112.0
5985,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,boy,45207112.0
5986,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,stepfather,45207112.0
5987,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,witness,45207112.0
5988,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,based,62563543.0
5989,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,true,62563543.0
5990,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,story,62563543.0
5991,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,boston,62563543.0
5992,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,massachusetts,62563543.0
5993,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,fbi,62563543.0
5994,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,agent,62563543.0
5995,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,gangster,62563543.0
5996,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,crime,62563543.0
5997,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,imperial,33574332.0
5998,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,japan,33574332.0
5999,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,japan,33574332.0
6000,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,japanese,33574332.0
6001,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,army,33574332.0
6002,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,soldier,33574332.0
6003,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,world,33574332.0
6004,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,war,33574332.0
6005,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,two,33574332.0
6006,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,attorney,73343413.0
6007,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,deal,73343413.0
6008,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,district,73343413.0
6009,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,investigation,73343413.0
6010,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,justice,73343413.0
6011,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,anthropophagus,25031037.0
6012,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,blood,25031037.0
6013,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,and,25031037.0
6014,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,gore,25031037.0
6015,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,double,25031037.0
6016,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,feature,25031037.0
6017,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,real,25031037.0
6018,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,twins,25031037.0
6019,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,playing,25031037.0
6020,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,zombie,25031037.0
6021,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,farm,22843047.0
6022,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,freedom,22843047.0
6023,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,ohio,22843047.0
6024,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,slavery,22843047.0
6025,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,spirit,22843047.0
6026,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,losing,5755286.0
6027,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,poker,5755286.0
6028,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,player,5755286.0
6029,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,reference,5755286.0
6030,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,frederic,5755286.0
6031,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,chopin,5755286.0
6032,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,johannes,5755286.0
6033,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,brahms,5755286.0
6034,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,attorney,164435221.0
6035,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,cat,164435221.0
6036,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,and,164435221.0
6037,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,mouse,164435221.0
6038,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,fbi,164435221.0
6039,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,pan,164435221.0
6040,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,am,164435221.0
6041,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,pilot,164435221.0
6042,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,al,95720716.0
6043,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,qaeda,95720716.0
6044,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,cia,95720716.0
6045,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,interrogation,95720716.0
6046,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,lie,95720716.0
6047,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,navy,95720716.0
6048,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,seal,95720716.0
6049,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,art,118683135.0
6050,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,break,118683135.0
6051,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,football,118683135.0
6052,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,video,118683135.0
6053,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,game,118683135.0
6054,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,kitchen,118683135.0
6055,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,talking,118683135.0
6056,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,one's,118683135.0
6057,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,self,118683135.0
6058,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,a,118683135.0
6059,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,mirror,118683135.0
6060,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,bride,143704210.0
6061,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,greece,143704210.0
6062,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,island,143704210.0
6063,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,mediterranean,143704210.0
6064,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,wedding,143704210.0
6065,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,flower,110476776.0
6066,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,indian,110476776.0
6067,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,restaurant,110476776.0
6068,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,tv,110476776.0
6069,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,station,110476776.0
6070,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,valentine,110476776.0
6071,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,valentine's,110476776.0
6072,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,day,110476776.0
6073,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,1969,80270227.0
6074,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,dodge,80270227.0
6075,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,charger,80270227.0
6076,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,bikini,80270227.0
6077,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,farm,80270227.0
6078,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,misogynist,80270227.0
6079,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,tow,80270227.0
6080,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,truck,80270227.0
6081,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,battle,36385763.0
6082,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,hill,36385763.0
6083,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,jungle,36385763.0
6084,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,multiple,36385763.0
6085,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,perspectives,36385763.0
6086,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,tropical,36385763.0
6087,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,island,36385763.0
6088,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,best,37035845.0
6089,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,friend,37035845.0
6090,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,fountain,37035845.0
6091,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,law,37035845.0
6092,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,firm,37035845.0
6093,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,lawyer,37035845.0
6094,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,sex,37035845.0
6095,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,andy,34580635.0
6096,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,kaufman,34580635.0
6097,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,comedian,34580635.0
6098,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,eccentric,34580635.0
6099,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,wrestler,34580635.0
6100,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,wrestling,34580635.0
6101,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,car,42438300.0
6102,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,bomb,42438300.0
6103,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,card,42438300.0
6104,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,cheat,42438300.0
6105,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,cash,42438300.0
6106,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,casino,42438300.0
6107,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,gambling,42438300.0
6108,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,syndicate,42438300.0
6109,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,ambassador,23324666.0
6110,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,cia,23324666.0
6111,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,dinner,23324666.0
6112,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,spy,23324666.0
6113,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,terrorist,23324666.0
6114,Paul Hunter,Jaime King,Mako,Victoria Smurfit,monastery,23020488.0
6115,Paul Hunter,Jaime King,Mako,Victoria Smurfit,monk,23020488.0
6116,Paul Hunter,Jaime King,Mako,Victoria Smurfit,scroll,23020488.0
6117,Paul Hunter,Jaime King,Mako,Victoria Smurfit,tibetan,23020488.0
6118,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,dissociative,90567722.0
6119,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,identity,90567722.0
6120,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,disorder,90567722.0
6121,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,limousine,90567722.0
6122,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,multiple,90567722.0
6123,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,personality,90567722.0
6124,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,police,90567722.0
6125,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,rhode,90567722.0
6126,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,island,90567722.0
6127,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,cow,72601713.0
6128,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,farmer,72601713.0
6129,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,howl,72601713.0
6130,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,howling,72601713.0
6131,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,the,72601713.0
6132,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,moon,72601713.0
6133,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,vegetarian,72601713.0
6134,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,christmas,35092918.0
6135,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,december,35092918.0
6136,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,holiday,35092918.0
6137,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,massachusetts,35092918.0
6138,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,neighbor,35092918.0
6139,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,forks,296623634.0
6140,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,washington,296623634.0
6141,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,protecting,296623634.0
6142,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,a,296623634.0
6143,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,woman,296623634.0
6144,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,title,296623634.0
6145,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,same,296623634.0
6146,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,as,296623634.0
6147,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,book,296623634.0
6148,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,vampire,296623634.0
6149,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,werewolf,296623634.0
6150,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,donkey,267652016.0
6151,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,fairy,267652016.0
6152,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,tale,267652016.0
6153,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,ogre,267652016.0
6154,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,princess,267652016.0
6155,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,swamp,267652016.0
6156,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,love,62453315.0
6157,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,first,62453315.0
6158,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,sight,62453315.0
6159,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,obscene,62453315.0
6160,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,finger,62453315.0
6161,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,gesture,62453315.0
6162,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,rain,62453315.0
6163,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,teleportation,62453315.0
6164,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,three,62453315.0
6165,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,word,62453315.0
6166,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,title,62453315.0
6167,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,balladeer,165500000.0
6168,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,crusades,165500000.0
6169,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,england,165500000.0
6170,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,king,165500000.0
6171,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,modern,165500000.0
6172,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,minstrel,165500000.0
6173,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,agent,153620822.0
6174,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,career,153620822.0
6175,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,client,153620822.0
6176,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,fiance,153620822.0
6177,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,sports,153620822.0
6178,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,2010s,218628680.0
6179,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,car,218628680.0
6180,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,accident,218628680.0
6181,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,sex,218628680.0
6182,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,scene,218628680.0
6183,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,teddy,218628680.0
6184,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,bear,218628680.0
6185,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,testicle,218628680.0
6186,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,dog,147637474.0
6187,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,friendship,147637474.0
6188,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,neighbor,147637474.0
6189,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,unlikely,147637474.0
6190,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,writer,147637474.0
6191,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,doctor,135014968.0
6192,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,hospital,135014968.0
6193,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,mental,135014968.0
6194,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,institution,135014968.0
6195,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,nurse,135014968.0
6196,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,student,135014968.0
6197,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,fame,2175312.0
6198,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,father,2175312.0
6199,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,son,2175312.0
6200,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,relationship,2175312.0
6201,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,interracial,2175312.0
6202,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,kiss,2175312.0
6203,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,sex,2175312.0
6204,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,abbreviation,126203320.0
6205,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,title,126203320.0
6206,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,reporter,126203320.0
6207,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,small,126203320.0
6208,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,town,126203320.0
6209,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,sudden,126203320.0
6210,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,wealth,126203320.0
6211,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,unknowing,126203320.0
6212,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,heir,126203320.0
6213,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,deputy,126975169.0
6214,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,group,126975169.0
6215,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,friends,126975169.0
6216,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,time,126975169.0
6217,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,train,126975169.0
6218,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,crash,126975169.0
6219,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,contamination,125548685.0
6220,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,corporate,125548685.0
6221,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,crime,125548685.0
6222,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,environmental,125548685.0
6223,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,issue,125548685.0
6224,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,female,125548685.0
6225,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,protagonist,125548685.0
6226,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,working,125548685.0
6227,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,single,125548685.0
6228,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,mother,125548685.0
6229,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,advertising,105807520.0
6230,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,executive,105807520.0
6231,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,diamond,105807520.0
6232,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,magazine,105807520.0
6233,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,party,105807520.0
6234,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,wager,105807520.0
6235,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,college,191616238.0
6236,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,drugs,191616238.0
6237,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,hidden,191616238.0
6238,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,camera,191616238.0
6239,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,tattoo,191616238.0
6240,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,undercover,191616238.0
6241,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,betrayal,105264608.0
6242,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,dangerous,105264608.0
